Source,Target,Type,Appearance
"Watts, J.","Shariff, A.",Directed,1
"Watts, J.","Gervais, W.",Directed,1
"Watts, J.","Willard, A.",Directed,1
"Watts, J.","McNamara, R.",Directed,1
"Watts, J.","Slingerland, E.",Directed,1
"Watts, J.","Henrich, J.",Directed,1
"Bulbulia, J.","Norenzayan, A.",Directed,1
"Bulbulia, J.","Shariff, A.",Directed,1
"Bulbulia, J.","Gervais, W.",Directed,1
"Bulbulia, J.","Willard, A.",Directed,1
"Bulbulia, J.","McNamara, R.",Directed,1
"Bulbulia, J.","Slingerland, E.",Directed,1
"Bulbulia, J.","Henrich, J.",Directed,1
"Gray, R.","Norenzayan, A.",Directed,1
"Gray, R.","Shariff, A.",Directed,1
"Gray, R.","Gervais, W.",Directed,1
"Gray, R.","Willard, A.",Directed,1
"Gray, R.","McNamara, R.",Directed,1
"Gray, R.","Slingerland, E.",Directed,1
"Gray, R.","Henrich, J.",Directed,1
"Atkinson, Q.","Norenzayan, A.",Directed,1
"Atkinson, Q.","Shariff, A.",Directed,1
"Atkinson, Q.","Gervais, W.",Directed,1
"Atkinson, Q.","Willard, A.",Directed,1
"Atkinson, Q.","McNamara, R.",Directed,1
"Atkinson, Q.","Slingerland, E.",Directed,1
"Atkinson, Q.","Henrich, J.",Directed,1
"White, C.","Norenzayan, A.",Directed,1
"White, C.","Shariff, A.",Directed,1
"White, C.","Gervais, W.",Directed,1
"White, C.","Willard, A.",Directed,1
"White, C.","McNamara, R.",Directed,1
"White, C.","Slingerland, E.",Directed,1
"White, C.","Henrich, J.",Directed,1
"Sousa, P.","Norenzayan, A.",Directed,1
"Sousa, P.","Shariff, A.",Directed,1
"Sousa, P.","Gervais, W.",Directed,1
"Sousa, P.","Willard, A.",Directed,1
"Sousa, P.","McNamara, R.",Directed,1
"Sousa, P.","Slingerland, E.",Directed,1
"Sousa, P.","Henrich, J.",Directed,1
"Prochownik, K.","Norenzayan, A.",Directed,1
"Prochownik, K.","Shariff, A.",Directed,1
"Prochownik, K.","Gervais, W.",Directed,1
"Prochownik, K.","Willard, A.",Directed,1
"Prochownik, K.","McNamara, R.",Directed,1
"Prochownik, K.","Slingerland, E.",Directed,1
"Prochownik, K.","Henrich, J.",Directed,1
"Acedo-Carmona, C.","Richerson, P.",Directed,1
"Acedo-Carmona, C.","Baldini, R.",Directed,1
"Acedo-Carmona, C.","Bell, A.",Directed,1
"Acedo-Carmona, C.","Demps, K.",Directed,1
"Acedo-Carmona, C.","Frost, K.",Directed,1
"Acedo-Carmona, C.","Hillis, V.",Directed,1
"Acedo-Carmona, C.",.,Directed,1
"Gomila, A.","Richerson, P.",Directed,1
"Gomila, A.","Baldini, R.",Directed,1
"Gomila, A.","Bell, A.",Directed,1
"Gomila, A.","Demps, K.",Directed,1
"Gomila, A.","Frost, K.",Directed,1
"Gomila, A.","Hillis, V.",Directed,1
"Gomila, A.",.,Directed,1
"Amir, D.","Richerson, P.",Directed,1
"Amir, D.","Baldini, R.",Directed,1
"Amir, D.","Bell, A.",Directed,1
"Amir, D.","Demps, K.",Directed,1
"Amir, D.","Frost, K.",Directed,1
"Amir, D.","Hillis, V.",Directed,1
"Amir, D.",.,Directed,1
"Jordan, M.","Richerson, P.",Directed,1
"Jordan, M.","Baldini, R.",Directed,1
"Jordan, M.","Bell, A.",Directed,1
"Jordan, M.","Demps, K.",Directed,1
"Jordan, M.","Frost, K.",Directed,1
"Jordan, M.","Hillis, V.",Directed,1
"Jordan, M.",.,Directed,1
"Rand, D.","Richerson, P.",Directed,1
"Rand, D.","Baldini, R.",Directed,1
"Rand, D.","Bell, A.",Directed,1
"Rand, D.","Demps, K.",Directed,1
"Rand, D.","Frost, K.",Directed,1
"Rand, D.","Hillis, V.",Directed,1
"Rand, D.",.,Directed,1
"Barclay, P.","Richerson, P.",Directed,1
"Barclay, P.","Baldini, R.",Directed,1
"Barclay, P.","Bell, A.",Directed,1
"Barclay, P.","Demps, K.",Directed,1
"Barclay, P.","Frost, K.",Directed,1
"Barclay, P.","Hillis, V.",Directed,1
"Barclay, P.",.,Directed,1
"Krupp, D.","Richerson, P.",Directed,1
"Krupp, D.","Baldini, R.",Directed,1
"Krupp, D.","Bell, A.",Directed,1
"Krupp, D.","Demps, K.",Directed,1
"Krupp, D.","Frost, K.",Directed,1
"Krupp, D.","Hillis, V.",Directed,1
"Krupp, D.",.,Directed,1
"Burkart, J.","Richerson, P.",Directed,1
"Burkart, J.","Baldini, R.",Directed,1
"Burkart, J.","Bell, A.",Directed,1
"Burkart, J.","Demps, K.",Directed,1
"Burkart, J.","Frost, K.",Directed,1
"Burkart, J.","Hillis, V.",Directed,1
"Burkart, J.",.,Directed,1
"Van Schaik, C.","Richerson, P.",Directed,1
"Van Schaik, C.","Baldini, R.",Directed,1
"Van Schaik, C.","Bell, A.",Directed,1
"Van Schaik, C.","Demps, K.",Directed,1
"Van Schaik, C.","Frost, K.",Directed,1
"Van Schaik, C.","Hillis, V.",Directed,1
"Van Schaik, C.",.,Directed,1
"Chisholm, J.","Richerson, P.",Directed,1
"Chisholm, J.","Baldini, R.",Directed,1
"Chisholm, J.","Bell, A.",Directed,1
"Chisholm, J.","Demps, K.",Directed,1
"Chisholm, J.","Frost, K.",Directed,1
"Chisholm, J.","Hillis, V.",Directed,1
"Chisholm, J.",.,Directed,1
"Coall, D.","Richerson, P.",Directed,1
"Coall, D.","Baldini, R.",Directed,1
"Coall, D.","Bell, A.",Directed,1
"Coall, D.","Demps, K.",Directed,1
"Coall, D.","Frost, K.",Directed,1
"Coall, D.","Hillis, V.",Directed,1
"Coall, D.",.,Directed,1
"Atkinson, L.","Richerson, P.",Directed,1
"Atkinson, L.","Baldini, R.",Directed,1
"Atkinson, L.","Bell, A.",Directed,1
"Atkinson, L.","Demps, K.",Directed,1
"Atkinson, L.","Frost, K.",Directed,1
"Atkinson, L.","Hillis, V.",Directed,1
"Atkinson, L.",.,Directed,1
"De Dreu, C.","Richerson, P.",Directed,1
"De Dreu, C.","Baldini, R.",Directed,1
"De Dreu, C.","Bell, A.",Directed,1
"De Dreu, C.","Demps, K.",Directed,1
"De Dreu, C.","Frost, K.",Directed,1
"De Dreu, C.","Hillis, V.",Directed,1
"De Dreu, C.",.,Directed,1
"Balliet, D.","Richerson, P.",Directed,1
"Balliet, D.","Baldini, R.",Directed,1
"Balliet, D.","Bell, A.",Directed,1
"Balliet, D.","Demps, K.",Directed,1
"Balliet, D.","Frost, K.",Directed,1
"Balliet, D.","Hillis, V.",Directed,1
"Balliet, D.",.,Directed,1
"Fuentes, A.","Richerson, P.",Directed,1
"Fuentes, A.","Baldini, R.",Directed,1
"Fuentes, A.","Bell, A.",Directed,1
"Fuentes, A.","Demps, K.",Directed,1
"Fuentes, A.","Frost, K.",Directed,1
"Fuentes, A.","Hillis, V.",Directed,1
"Fuentes, A.",.,Directed,1
"Kissel, M.","Richerson, P.",Directed,1
"Kissel, M.","Baldini, R.",Directed,1
"Kissel, M.","Bell, A.",Directed,1
"Kissel, M.","Demps, K.",Directed,1
"Kissel, M.","Frost, K.",Directed,1
"Kissel, M.","Hillis, V.",Directed,1
"Kissel, M.",.,Directed,1
"Gelfand, M.","Richerson, P.",Directed,1
"Gelfand, M.","Baldini, R.",Directed,1
"Gelfand, M.","Bell, A.",Directed,1
"Gelfand, M.","Demps, K.",Directed,1
"Gelfand, M.","Frost, K.",Directed,1
"Gelfand, M.","Hillis, V.",Directed,1
"Gelfand, M.",.,Directed,1
"Roos, P.","Richerson, P.",Directed,1
"Roos, P.","Baldini, R.",Directed,1
"Roos, P.","Bell, A.",Directed,1
"Roos, P.","Demps, K.",Directed,1
"Roos, P.","Frost, K.",Directed,1
"Roos, P.","Hillis, V.",Directed,1
"Roos, P.",.,Directed,1
"Nau, D.","Richerson, P.",Directed,1
"Nau, D.","Baldini, R.",Directed,1
"Nau, D.","Bell, A.",Directed,1
"Nau, D.","Demps, K.",Directed,1
"Nau, D.","Frost, K.",Directed,1
"Nau, D.","Hillis, V.",Directed,1
"Nau, D.",.,Directed,1
"Harrington, J.","Richerson, P.",Directed,1
"Harrington, J.","Baldini, R.",Directed,1
"Harrington, J.","Bell, A.",Directed,1
"Harrington, J.","Demps, K.",Directed,1
"Harrington, J.","Frost, K.",Directed,1
"Harrington, J.","Hillis, V.",Directed,1
"Harrington, J.",.,Directed,1
"Mu, Y.","Richerson, P.",Directed,1
"Mu, Y.","Baldini, R.",Directed,1
"Mu, Y.","Bell, A.",Directed,1
"Mu, Y.","Demps, K.",Directed,1
"Mu, Y.","Frost, K.",Directed,1
"Mu, Y.","Hillis, V.",Directed,1
"Mu, Y.",.,Directed,1
"Jackson, J.","Richerson, P.",Directed,1
"Jackson, J.","Baldini, R.",Directed,1
"Jackson, J.","Bell, A.",Directed,1
"Jackson, J.","Demps, K.",Directed,1
"Jackson, J.","Frost, K.",Directed,1
"Jackson, J.","Hillis, V.",Directed,1
"Jackson, J.",.,Directed,1
"Gintis, H.","Richerson, P.",Directed,1
"Gintis, H.","Baldini, R.",Directed,1
"Gintis, H.","Bell, A.",Directed,1
"Gintis, H.","Demps, K.",Directed,1
"Gintis, H.","Frost, K.",Directed,1
"Gintis, H.","Hillis, V.",Directed,1
"Gintis, H.",.,Directed,1
"Henrich, J.","Richerson, P.",Directed,1
"Henrich, J.","Baldini, R.",Directed,1
"Henrich, J.","Bell, A.",Directed,1
"Henrich, J.","Demps, K.",Directed,1
"Henrich, J.","Frost, K.",Directed,1
"Henrich, J.","Hillis, V.",Directed,1
"Henrich, J.",.,Directed,1
"Boyd, R.","Richerson, P.",Directed,1
"Boyd, R.","Baldini, R.",Directed,1
"Boyd, R.","Bell, A.",Directed,1
"Boyd, R.","Demps, K.",Directed,1
"Boyd, R.","Frost, K.",Directed,1
"Boyd, R.","Hillis, V.",Directed,1
"Boyd, R.",.,Directed,1
"Herzog, H.","Richerson, P.",Directed,1
"Herzog, H.","Baldini, R.",Directed,1
"Herzog, H.","Bell, A.",Directed,1
"Herzog, H.","Demps, K.",Directed,1
"Herzog, H.","Frost, K.",Directed,1
"Herzog, H.","Hillis, V.",Directed,1
"Herzog, H.",.,Directed,1
"Houdek, P.","Richerson, P.",Directed,1
"Houdek, P.","Baldini, R.",Directed,1
"Houdek, P.","Bell, A.",Directed,1
"Houdek, P.","Demps, K.",Directed,1
"Houdek, P.","Frost, K.",Directed,1
"Houdek, P.","Hillis, V.",Directed,1
"Houdek, P.",.,Directed,1
"Novakova, J.","Richerson, P.",Directed,1
"Novakova, J.","Baldini, R.",Directed,1
"Novakova, J.","Bell, A.",Directed,1
"Novakova, J.","Demps, K.",Directed,1
"Novakova, J.","Frost, K.",Directed,1
"Novakova, J.","Hillis, V.",Directed,1
"Novakova, J.",.,Directed,1
"Krasnow, M.","Richerson, P.",Directed,1
"Krasnow, M.","Baldini, R.",Directed,1
"Krasnow, M.","Bell, A.",Directed,1
"Krasnow, M.","Demps, K.",Directed,1
"Krasnow, M.","Frost, K.",Directed,1
"Krasnow, M.","Hillis, V.",Directed,1
"Krasnow, M.",.,Directed,1
"Delton, A.","Richerson, P.",Directed,1
"Delton, A.","Baldini, R.",Directed,1
"Delton, A.","Bell, A.",Directed,1
"Delton, A.","Demps, K.",Directed,1
"Delton, A.","Frost, K.",Directed,1
"Delton, A.","Hillis, V.",Directed,1
"Delton, A.",.,Directed,1
"Lamba, S.","Richerson, P.",Directed,1
"Lamba, S.","Baldini, R.",Directed,1
"Lamba, S.","Bell, A.",Directed,1
"Lamba, S.","Demps, K.",Directed,1
"Lamba, S.","Frost, K.",Directed,1
"Lamba, S.","Hillis, V.",Directed,1
"Lamba, S.",.,Directed,1
"Mace, R.","Richerson, P.",Directed,1
"Mace, R.","Baldini, R.",Directed,1
"Mace, R.","Bell, A.",Directed,1
"Mace, R.","Demps, K.",Directed,1
"Mace, R.","Frost, K.",Directed,1
"Mace, R.","Hillis, V.",Directed,1
"Mace, R.",.,Directed,1
"Silva, A.","Richerson, P.",Directed,1
"Silva, A.","Baldini, R.",Directed,1
"Silva, A.","Bell, A.",Directed,1
"Silva, A.","Demps, K.",Directed,1
"Silva, A.","Frost, K.",Directed,1
"Silva, A.","Hillis, V.",Directed,1
"Silva, A.",.,Directed,1
"Morin, O.","Richerson, P.",Directed,1
"Morin, O.","Baldini, R.",Directed,1
"Morin, O.","Bell, A.",Directed,1
"Morin, O.","Demps, K.",Directed,1
"Morin, O.","Frost, K.",Directed,1
"Morin, O.","Hillis, V.",Directed,1
"Morin, O.",.,Directed,1
"Nesse, R.","Richerson, P.",Directed,1
"Nesse, R.","Baldini, R.",Directed,1
"Nesse, R.","Bell, A.",Directed,1
"Nesse, R.","Demps, K.",Directed,1
"Nesse, R.","Frost, K.",Directed,1
"Nesse, R.","Hillis, V.",Directed,1
"Nesse, R.",.,Directed,1
"Read, D.","Richerson, P.",Directed,1
"Read, D.","Baldini, R.",Directed,1
"Read, D.","Bell, A.",Directed,1
"Read, D.","Demps, K.",Directed,1
"Read, D.","Frost, K.",Directed,1
"Read, D.","Hillis, V.",Directed,1
"Read, D.",.,Directed,1
"Ross, R.","Richerson, P.",Directed,1
"Ross, R.","Baldini, R.",Directed,1
"Ross, R.","Bell, A.",Directed,1
"Ross, R.","Demps, K.",Directed,1
"Ross, R.","Frost, K.",Directed,1
"Ross, R.","Hillis, V.",Directed,1
"Ross, R.",.,Directed,1
"Atkinson, Q.","Richerson, P.",Directed,1
"Atkinson, Q.","Baldini, R.",Directed,1
"Atkinson, Q.","Bell, A.",Directed,1
"Atkinson, Q.","Demps, K.",Directed,1
"Atkinson, Q.","Frost, K.",Directed,1
"Atkinson, Q.","Hillis, V.",Directed,1
"Atkinson, Q.",.,Directed,1
"Santana, C.","Richerson, P.",Directed,1
"Santana, C.","Baldini, R.",Directed,1
"Santana, C.","Bell, A.",Directed,1
"Santana, C.","Demps, K.",Directed,1
"Santana, C.","Frost, K.",Directed,1
"Santana, C.","Hillis, V.",Directed,1
"Santana, C.",.,Directed,1
"Patel, R.","Richerson, P.",Directed,1
"Patel, R.","Baldini, R.",Directed,1
"Patel, R.","Bell, A.",Directed,1
"Patel, R.","Demps, K.",Directed,1
"Patel, R.","Frost, K.",Directed,1
"Patel, R.","Hillis, V.",Directed,1
"Patel, R.",.,Directed,1
"Chang, S.","Richerson, P.",Directed,1
"Chang, S.","Baldini, R.",Directed,1
"Chang, S.","Bell, A.",Directed,1
"Chang, S.","Demps, K.",Directed,1
"Chang, S.","Frost, K.",Directed,1
"Chang, S.","Hillis, V.",Directed,1
"Chang, S.",.,Directed,1
"Weisberg, M.","Richerson, P.",Directed,1
"Weisberg, M.","Baldini, R.",Directed,1
"Weisberg, M.","Bell, A.",Directed,1
"Weisberg, M.","Demps, K.",Directed,1
"Weisberg, M.","Frost, K.",Directed,1
"Weisberg, M.","Hillis, V.",Directed,1
"Weisberg, M.",.,Directed,1
"Simon, C.","Richerson, P.",Directed,1
"Simon, C.","Baldini, R.",Directed,1
"Simon, C.","Bell, A.",Directed,1
"Simon, C.","Demps, K.",Directed,1
"Simon, C.","Frost, K.",Directed,1
"Simon, C.","Hillis, V.",Directed,1
"Simon, C.",.,Directed,1
"Singh, M.","Richerson, P.",Directed,1
"Singh, M.","Baldini, R.",Directed,1
"Singh, M.","Bell, A.",Directed,1
"Singh, M.","Demps, K.",Directed,1
"Singh, M.","Frost, K.",Directed,1
"Singh, M.","Hillis, V.",Directed,1
"Singh, M.",.,Directed,1
"Glowacki, L.","Richerson, P.",Directed,1
"Glowacki, L.","Baldini, R.",Directed,1
"Glowacki, L.","Bell, A.",Directed,1
"Glowacki, L.","Demps, K.",Directed,1
"Glowacki, L.","Frost, K.",Directed,1
"Glowacki, L.","Hillis, V.",Directed,1
"Glowacki, L.",.,Directed,1
"Wrangham, R.","Richerson, P.",Directed,1
"Wrangham, R.","Baldini, R.",Directed,1
"Wrangham, R.","Bell, A.",Directed,1
"Wrangham, R.","Demps, K.",Directed,1
"Wrangham, R.","Frost, K.",Directed,1
"Wrangham, R.","Hillis, V.",Directed,1
"Wrangham, R.",.,Directed,1
"Suárez, S.","Richerson, P.",Directed,1
"Suárez, S.","Baldini, R.",Directed,1
"Suárez, S.","Bell, A.",Directed,1
"Suárez, S.","Demps, K.",Directed,1
"Suárez, S.","Frost, K.",Directed,1
"Suárez, S.","Hillis, V.",Directed,1
"Suárez, S.",.,Directed,1
"Koenig, M.","Richerson, P.",Directed,1
"Koenig, M.","Baldini, R.",Directed,1
"Koenig, M.","Bell, A.",Directed,1
"Koenig, M.","Demps, K.",Directed,1
"Koenig, M.","Frost, K.",Directed,1
"Koenig, M.","Hillis, V.",Directed,1
"Koenig, M.",.,Directed,1
"Tooby, J.","Richerson, P.",Directed,1
"Tooby, J.","Baldini, R.",Directed,1
"Tooby, J.","Bell, A.",Directed,1
"Tooby, J.","Demps, K.",Directed,1
"Tooby, J.","Frost, K.",Directed,1
"Tooby, J.","Hillis, V.",Directed,1
"Tooby, J.",.,Directed,1
"Cosmides, L.","Richerson, P.",Directed,1
"Cosmides, L.","Baldini, R.",Directed,1
"Cosmides, L.","Bell, A.",Directed,1
"Cosmides, L.","Demps, K.",Directed,1
"Cosmides, L.","Frost, K.",Directed,1
"Cosmides, L.","Hillis, V.",Directed,1
"Cosmides, L.",.,Directed,1
"Turchin, P.","Richerson, P.",Directed,1
"Turchin, P.","Baldini, R.",Directed,1
"Turchin, P.","Bell, A.",Directed,1
"Turchin, P.","Demps, K.",Directed,1
"Turchin, P.","Frost, K.",Directed,1
"Turchin, P.","Hillis, V.",Directed,1
"Turchin, P.",.,Directed,1
"Currie, T.","Richerson, P.",Directed,1
"Currie, T.","Baldini, R.",Directed,1
"Currie, T.","Bell, A.",Directed,1
"Currie, T.","Demps, K.",Directed,1
"Currie, T.","Frost, K.",Directed,1
"Currie, T.","Hillis, V.",Directed,1
"Currie, T.",.,Directed,1
"Vigil, J.","Richerson, P.",Directed,1
"Vigil, J.","Baldini, R.",Directed,1
"Vigil, J.","Bell, A.",Directed,1
"Vigil, J.","Demps, K.",Directed,1
"Vigil, J.","Frost, K.",Directed,1
"Vigil, J.","Hillis, V.",Directed,1
"Vigil, J.",.,Directed,1
"Kruger, E.","Richerson, P.",Directed,1
"Kruger, E.","Baldini, R.",Directed,1
"Kruger, E.","Bell, A.",Directed,1
"Kruger, E.","Demps, K.",Directed,1
"Kruger, E.","Frost, K.",Directed,1
"Kruger, E.","Hillis, V.",Directed,1
"Kruger, E.",.,Directed,1
"Whiten, A.","Richerson, P.",Directed,1
"Whiten, A.","Baldini, R.",Directed,1
"Whiten, A.","Bell, A.",Directed,1
"Whiten, A.","Demps, K.",Directed,1
"Whiten, A.","Frost, K.",Directed,1
"Whiten, A.","Hillis, V.",Directed,1
"Whiten, A.",.,Directed,1
"Erdal, D.","Richerson, P.",Directed,1
"Erdal, D.","Baldini, R.",Directed,1
"Erdal, D.","Bell, A.",Directed,1
"Erdal, D.","Demps, K.",Directed,1
"Erdal, D.","Frost, K.",Directed,1
"Erdal, D.","Hillis, V.",Directed,1
"Erdal, D.",.,Directed,1
"Badets, A.","Christiansen, M.",Directed,1
"Badets, A.","Chater, N.",Directed,1
"Baggio, G.","Christiansen, M.",Directed,1
"Baggio, G.","Chater, N.",Directed,1
"Vicario, C.","Christiansen, M.",Directed,1
"Vicario, C.","Chater, N.",Directed,1
"Behme, C.","Christiansen, M.",Directed,1
"Behme, C.","Chater, N.",Directed,1
"Bergmann, T.","Christiansen, M.",Directed,1
"Bergmann, T.","Chater, N.",Directed,1
"Dale, R.","Christiansen, M.",Directed,1
"Dale, R.","Chater, N.",Directed,1
"Lupyan, G.","Christiansen, M.",Directed,1
"Lupyan, G.","Chater, N.",Directed,1
"Bicknell, K.","Christiansen, M.",Directed,1
"Bicknell, K.","Chater, N.",Directed,1
"Jaeger, T.","Christiansen, M.",Directed,1
"Jaeger, T.","Chater, N.",Directed,1
"Tanenhaus, M.","Christiansen, M.",Directed,1
"Tanenhaus, M.","Chater, N.",Directed,1
"Chacón, D.","Christiansen, M.",Directed,1
"Chacón, D.","Chater, N.",Directed,1
"Momma, S.","Christiansen, M.",Directed,1
"Momma, S.","Chater, N.",Directed,1
"Phillips, C.","Christiansen, M.",Directed,1
"Phillips, C.","Chater, N.",Directed,1
"Dumitru, M.","Christiansen, M.",Directed,1
"Dumitru, M.","Chater, N.",Directed,1
"Emmorey, K.","Christiansen, M.",Directed,1
"Emmorey, K.","Chater, N.",Directed,1
"Endress, A.","Christiansen, M.",Directed,1
"Endress, A.","Chater, N.",Directed,1
"Katzir, R.","Christiansen, M.",Directed,1
"Katzir, R.","Chater, N.",Directed,1
"Ferreira, F.","Christiansen, M.",Directed,1
"Ferreira, F.","Chater, N.",Directed,1
"Christianson, K.","Christiansen, M.",Directed,1
"Christianson, K.","Chater, N.",Directed,1
"Frank, S.","Christiansen, M.",Directed,1
"Frank, S.","Chater, N.",Directed,1
"Fitz, H.","Christiansen, M.",Directed,1
"Fitz, H.","Chater, N.",Directed,1
"Gómez-Rodríguez, C.","Christiansen, M.",Directed,1
"Gómez-Rodríguez, C.","Chater, N.",Directed,1
"Grossberg, S.","Christiansen, M.",Directed,1
"Grossberg, S.","Chater, N.",Directed,1
"Healey, P.","Christiansen, M.",Directed,1
"Healey, P.","Chater, N.",Directed,1
"Howes, C.","Christiansen, M.",Directed,1
"Howes, C.","Chater, N.",Directed,1
"Hough, J.","Christiansen, M.",Directed,1
"Hough, J.","Chater, N.",Directed,1
"Purver, M.","Christiansen, M.",Directed,1
"Purver, M.","Chater, N.",Directed,1
"Honey, C.","Christiansen, M.",Directed,1
"Honey, C.","Chater, N.",Directed,1
"Chen, J.","Christiansen, M.",Directed,1
"Chen, J.","Chater, N.",Directed,1
"Müsch, K.","Christiansen, M.",Directed,1
"Müsch, K.","Chater, N.",Directed,1
"Hasson, U.","Christiansen, M.",Directed,1
"Hasson, U.","Chater, N.",Directed,1
"Huyck, C.","Christiansen, M.",Directed,1
"Huyck, C.","Chater, N.",Directed,1
"Kempson, R.","Christiansen, M.",Directed,1
"Kempson, R.","Chater, N.",Directed,1
"Chatzikyriakidis, S.","Christiansen, M.",Directed,1
"Chatzikyriakidis, S.","Chater, N.",Directed,1
"Cann, R.","Christiansen, M.",Directed,1
"Cann, R.","Chater, N.",Directed,1
"Lakshmanan, U.","Christiansen, M.",Directed,1
"Lakshmanan, U.","Chater, N.",Directed,1
"Graham, R.","Christiansen, M.",Directed,1
"Graham, R.","Chater, N.",Directed,1
"Levinson, S.","Christiansen, M.",Directed,1
"Levinson, S.","Chater, N.",Directed,1
"Lewis, M.","Christiansen, M.",Directed,1
"Lewis, M.","Chater, N.",Directed,1
"Frank, M.","Christiansen, M.",Directed,1
"Frank, M.","Chater, N.",Directed,1
"Lotem, A.","Christiansen, M.",Directed,1
"Lotem, A.","Chater, N.",Directed,1
"Kolodny, O.","Christiansen, M.",Directed,1
"Kolodny, O.","Chater, N.",Directed,1
"Halpern, J.","Christiansen, M.",Directed,1
"Halpern, J.","Chater, N.",Directed,1
"Onnis, L.","Christiansen, M.",Directed,1
"Onnis, L.","Chater, N.",Directed,1
"Edelman, S.","Christiansen, M.",Directed,1
"Edelman, S.","Chater, N.",Directed,1
"MacDonald, M.","Christiansen, M.",Directed,1
"MacDonald, M.","Chater, N.",Directed,1
"Maier, R.","Christiansen, M.",Directed,1
"Maier, R.","Chater, N.",Directed,1
"Baldwin, D.","Christiansen, M.",Directed,1
"Baldwin, D.","Chater, N.",Directed,1
"Medeiros, D.","Christiansen, M.",Directed,1
"Medeiros, D.","Chater, N.",Directed,1
"Piattelli-Palmarini, M.","Christiansen, M.",Directed,1
"Piattelli-Palmarini, M.","Chater, N.",Directed,1
"Bever, T.","Christiansen, M.",Directed,1
"Bever, T.","Chater, N.",Directed,1
"O'Grady, W.","Christiansen, M.",Directed,1
"O'Grady, W.","Chater, N.",Directed,1
"Potter, M.","Christiansen, M.",Directed,1
"Potter, M.","Chater, N.",Directed,1
"Wang, F.","Christiansen, M.",Directed,1
"Wang, F.","Chater, N.",Directed,1
"Mintz, T.","Christiansen, M.",Directed,1
"Mintz, T.","Chater, N.",Directed,1
"Wilkinson, S.","Christiansen, M.",Directed,1
"Wilkinson, S.","Chater, N.",Directed,1
"Ainsworth, S.","Gowdy, J.",Directed,1
"Ainsworth, S.","Krall, L.",Directed,1
"Baumeister, R.","Gowdy, J.",Directed,1
"Baumeister, R.","Krall, L.",Directed,1
"Vohs, K.","Gowdy, J.",Directed,1
"Vohs, K.","Krall, L.",Directed,1
"Aitken, K.","Gowdy, J.",Directed,1
"Aitken, K.","Krall, L.",Directed,1
"Carpendale, J.","Gowdy, J.",Directed,1
"Carpendale, J.","Krall, L.",Directed,1
"Frayn, M.","Gowdy, J.",Directed,1
"Frayn, M.","Krall, L.",Directed,1
"Crespi, B.","Gowdy, J.",Directed,1
"Crespi, B.","Krall, L.",Directed,1
"Farley, J.","Gowdy, J.",Directed,1
"Farley, J.","Krall, L.",Directed,1
"Godzińska, E.","Gowdy, J.",Directed,1
"Godzińska, E.","Krall, L.",Directed,1
"Goodnight, C.","Gowdy, J.",Directed,1
"Goodnight, C.","Krall, L.",Directed,1
"Grotuss, J.","Gowdy, J.",Directed,1
"Grotuss, J.","Krall, L.",Directed,1
"Beard, S.","Gowdy, J.",Directed,1
"Beard, S.","Krall, L.",Directed,1
"Hou, C.","Gowdy, J.",Directed,1
"Hou, C.","Krall, L.",Directed,1
"Houdek, P.","Gowdy, J.",Directed,1
"Houdek, P.","Krall, L.",Directed,1
"Novakova, J.","Gowdy, J.",Directed,1
"Novakova, J.","Krall, L.",Directed,1
"Stastny, D.","Gowdy, J.",Directed,1
"Stastny, D.","Krall, L.",Directed,1
"Kovaka, K.","Gowdy, J.",Directed,1
"Kovaka, K.","Krall, L.",Directed,1
"Santana, C.","Gowdy, J.",Directed,1
"Santana, C.","Krall, L.",Directed,1
"Patel, R.","Gowdy, J.",Directed,1
"Patel, R.","Krall, L.",Directed,1
"Akçay, E.","Gowdy, J.",Directed,1
"Akçay, E.","Krall, L.",Directed,1
"Weisberg, M.","Gowdy, J.",Directed,1
"Weisberg, M.","Krall, L.",Directed,1
"Krasnow, M.","Gowdy, J.",Directed,1
"Krasnow, M.","Krall, L.",Directed,1
"Levine, H.","Gowdy, J.",Directed,1
"Levine, H.","Krall, L.",Directed,1
"Lyon, P.","Gowdy, J.",Directed,1
"Lyon, P.","Krall, L.",Directed,1
"Caporael, L.","Gowdy, J.",Directed,1
"Caporael, L.","Krall, L.",Directed,1
"McCain, R.","Gowdy, J.",Directed,1
"McCain, R.","Krall, L.",Directed,1
"Nephew, B.","Gowdy, J.",Directed,1
"Nephew, B.","Krall, L.",Directed,1
"Pittet, F.","Gowdy, J.",Directed,1
"Pittet, F.","Krall, L.",Directed,1
"Noles, N.","Gowdy, J.",Directed,1
"Noles, N.","Krall, L.",Directed,1
"Danovitch, J.","Gowdy, J.",Directed,1
"Danovitch, J.","Krall, L.",Directed,1
"Ristau, C.","Gowdy, J.",Directed,1
"Ristau, C.","Krall, L.",Directed,1
"Ross, D.","Gowdy, J.",Directed,1
"Ross, D.","Krall, L.",Directed,1
"Rusch, H.","Gowdy, J.",Directed,1
"Rusch, H.","Krall, L.",Directed,1
"Voland, E.","Gowdy, J.",Directed,1
"Voland, E.","Krall, L.",Directed,1
"Sheskin, M.","Gowdy, J.",Directed,1
"Sheskin, M.","Krall, L.",Directed,1
"Lambert, S.","Gowdy, J.",Directed,1
"Lambert, S.","Krall, L.",Directed,1
"Baumard, N.","Gowdy, J.",Directed,1
"Baumard, N.","Krall, L.",Directed,1
"Stith, S.","Gowdy, J.",Directed,1
