Source,Target,Type,Appearance
"Kim, J.","Rinderu, M.",Directed,1
"Kim, J.","Bushman, B.",Directed,1
"Boutwell, B.","Van Lange, P.",Directed,1
"Boutwell, B.","Rinderu, M.",Directed,1
"Boutwell, B.","Bushman, B.",Directed,1
"Winegard, B.","Van Lange, P.",Directed,1
"Winegard, B.","Rinderu, M.",Directed,1
"Winegard, B.","Bushman, B.",Directed,1
"Bulley, A.","Van Lange, P.",Directed,1
"Bulley, A.","Rinderu, M.",Directed,1
"Bulley, A.","Bushman, B.",Directed,1
"Pepper, G.","Van Lange, P.",Directed,1
"Pepper, G.","Rinderu, M.",Directed,1
"Pepper, G.","Bushman, B.",Directed,1
"Suddendorf, T.","Van Lange, P.",Directed,1
"Suddendorf, T.","Rinderu, M.",Directed,1
"Suddendorf, T.","Bushman, B.",Directed,1
"Burke, D.","Van Lange, P.",Directed,1
"Burke, D.","Rinderu, M.",Directed,1
"Burke, D.","Bushman, B.",Directed,1
"Sulikowski, D.","Van Lange, P.",Directed,1
"Sulikowski, D.","Rinderu, M.",Directed,1
"Sulikowski, D.","Bushman, B.",Directed,1
"Stephen, I.","Van Lange, P.",Directed,1
"Stephen, I.","Rinderu, M.",Directed,1
"Stephen, I.","Bushman, B.",Directed,1
"Brooks, R.","Van Lange, P.",Directed,1
"Brooks, R.","Rinderu, M.",Directed,1
"Brooks, R.","Bushman, B.",Directed,1
"Cabeza de Baca, T.","Van Lange, P.",Directed,1
"Cabeza de Baca, T.","Rinderu, M.",Directed,1
"Cabeza de Baca, T.","Bushman, B.",Directed,1
"Hertler, S.","Van Lange, P.",Directed,1
"Hertler, S.","Rinderu, M.",Directed,1
"Hertler, S.","Bushman, B.",Directed,1
"Dunkel, C.","Van Lange, P.",Directed,1
"Dunkel, C.","Rinderu, M.",Directed,1
"Dunkel, C.","Bushman, B.",Directed,1
"Campbell, A.","Van Lange, P.",Directed,1
"Campbell, A.","Rinderu, M.",Directed,1
"Campbell, A.","Bushman, B.",Directed,1
"Daly, M.","Van Lange, P.",Directed,1
"Daly, M.","Rinderu, M.",Directed,1
"Daly, M.","Bushman, B.",Directed,1
"Krupp, D.","Van Lange, P.",Directed,1
"Krupp, D.","Rinderu, M.",Directed,1
"Krupp, D.","Bushman, B.",Directed,1
"Frankenhuis, W.","Van Lange, P.",Directed,1
"Frankenhuis, W.","Rinderu, M.",Directed,1
"Frankenhuis, W.","Bushman, B.",Directed,1
"Fenneman, J.","Van Lange, P.",Directed,1
"Fenneman, J.","Rinderu, M.",Directed,1
"Fenneman, J.","Bushman, B.",Directed,1
"Van Gelder, J.","Van Lange, P.",Directed,1
"Van Gelder, J.","Rinderu, M.",Directed,1
"Van Gelder, J.","Bushman, B.",Directed,1
"Godoy, I.","Van Lange, P.",Directed,1
"Godoy, I.","Rinderu, M.",Directed,1
"Godoy, I.","Bushman, B.",Directed,1
"Fuentes, A.","Van Lange, P.",Directed,1
"Fuentes, A.","Rinderu, M.",Directed,1
"Fuentes, A.","Bushman, B.",Directed,1
"Kissel, M.","Van Lange, P.",Directed,1
"Kissel, M.","Rinderu, M.",Directed,1
"Kissel, M.","Bushman, B.",Directed,1
"Oka, R.","Van Lange, P.",Directed,1
"Oka, R.","Rinderu, M.",Directed,1
"Oka, R.","Bushman, B.",Directed,1
"Sheridan, S.","Van Lange, P.",Directed,1
"Sheridan, S.","Rinderu, M.",Directed,1
"Sheridan, S.","Bushman, B.",Directed,1
"Kim, N.","Van Lange, P.",Directed,1
"Kim, N.","Rinderu, M.",Directed,1
"Kim, N.","Bushman, B.",Directed,1
"Piscitelli, M.","Van Lange, P.",Directed,1
"Piscitelli, M.","Rinderu, M.",Directed,1
"Piscitelli, M.","Bushman, B.",Directed,1
"IJzerman, H.","Van Lange, P.",Directed,1
"IJzerman, H.","Rinderu, M.",Directed,1
"IJzerman, H.","Bushman, B.",Directed,1
"Čolić, M.","Van Lange, P.",Directed,1
"Čolić, M.","Rinderu, M.",Directed,1
"Čolić, M.","Bushman, B.",Directed,1
"Hennecke, M.","Van Lange, P.",Directed,1
"Hennecke, M.","Rinderu, M.",Directed,1
"Hennecke, M.","Bushman, B.",Directed,1
"Hong, Y.","Van Lange, P.",Directed,1
"Hong, Y.","Rinderu, M.",Directed,1
"Hong, Y.","Bushman, B.",Directed,1
"Hu, C.","Van Lange, P.",Directed,1
"Hu, C.","Rinderu, M.",Directed,1
"Hu, C.","Bushman, B.",Directed,1
"Joy-Gaba, J.","Van Lange, P.",Directed,1
"Joy-Gaba, J.","Rinderu, M.",Directed,1
"Joy-Gaba, J.","Bushman, B.",Directed,1
.,"Van Lange, P.",Directed,1
.,"Rinderu, M.",Directed,1
.,"Bushman, B.",Directed,1
"Jonason, P.","Van Lange, P.",Directed,1
"Jonason, P.","Rinderu, M.",Directed,1
"Jonason, P.","Bushman, B.",Directed,1
"Schmitt, D.","Van Lange, P.",Directed,1
"Schmitt, D.","Rinderu, M.",Directed,1
"Schmitt, D.","Bushman, B.",Directed,1
"Konrath, S.","Van Lange, P.",Directed,1
"Konrath, S.","Rinderu, M.",Directed,1
"Konrath, S.","Bushman, B.",Directed,1
"Krems, J.","Van Lange, P.",Directed,1
"Krems, J.","Rinderu, M.",Directed,1
"Krems, J.","Bushman, B.",Directed,1
"Varnum, M.","Van Lange, P.",Directed,1
"Varnum, M.","Rinderu, M.",Directed,1
"Varnum, M.","Bushman, B.",Directed,1
"Marsh, A.","Van Lange, P.",Directed,1
"Marsh, A.","Rinderu, M.",Directed,1
"Marsh, A.","Bushman, B.",Directed,1
"Mell, H.","Van Lange, P.",Directed,1
"Mell, H.","Rinderu, M.",Directed,1
"Mell, H.","Bushman, B.",Directed,1
"Safra, L.","Van Lange, P.",Directed,1
"Safra, L.","Rinderu, M.",Directed,1
"Safra, L.","Bushman, B.",Directed,1
"Baumard, N.","Van Lange, P.",Directed,1
"Baumard, N.","Rinderu, M.",Directed,1
"Baumard, N.","Bushman, B.",Directed,1
"Jacquet, P.","Van Lange, P.",Directed,1
"Jacquet, P.","Rinderu, M.",Directed,1
"Jacquet, P.","Bushman, B.",Directed,1
"Orosz, G.","Van Lange, P.",Directed,1
"Orosz, G.","Rinderu, M.",Directed,1
"Orosz, G.","Bushman, B.",Directed,1
"Zimbardo, P.","Van Lange, P.",Directed,1
"Zimbardo, P.","Rinderu, M.",Directed,1
"Zimbardo, P.","Bushman, B.",Directed,1
"Boőthe, B.","Van Lange, P.",Directed,1
"Boőthe, B.","Rinderu, M.",Directed,1
"Boőthe, B.","Bushman, B.",Directed,1
"Tóth-Király, I.","Van Lange, P.",Directed,1
"Tóth-Király, I.","Rinderu, M.",Directed,1
"Tóth-Király, I.","Bushman, B.",Directed,1
"Prudkov, P.","Van Lange, P.",Directed,1
"Prudkov, P.","Rinderu, M.",Directed,1
"Prudkov, P.","Bushman, B.",Directed,1
"Rodina, O.","Van Lange, P.",Directed,1
"Rodina, O.","Rinderu, M.",Directed,1
"Rodina, O.","Bushman, B.",Directed,1
"Roscoe, P.","Van Lange, P.",Directed,1
"Roscoe, P.","Rinderu, M.",Directed,1
"Roscoe, P.","Bushman, B.",Directed,1
"Simpson, J.","Van Lange, P.",Directed,1
"Simpson, J.","Rinderu, M.",Directed,1
"Simpson, J.","Bushman, B.",Directed,1
"Griskevicius, V.","Van Lange, P.",Directed,1
"Griskevicius, V.","Rinderu, M.",Directed,1
"Griskevicius, V.","Bushman, B.",Directed,1
"Sternberg, R.","Van Lange, P.",Directed,1
"Sternberg, R.","Rinderu, M.",Directed,1
"Sternberg, R.","Bushman, B.",Directed,1
"Tops, M.","Van Lange, P.",Directed,1
"Tops, M.","Rinderu, M.",Directed,1
"Tops, M.","Bushman, B.",Directed,1
"Van der Linden, D.","Van Lange, P.",Directed,1
"Van der Linden, D.","Rinderu, M.",Directed,1
"Van der Linden, D.","Bushman, B.",Directed,1
"Van de Vliert, E.","Van Lange, P.",Directed,1
"Van de Vliert, E.","Rinderu, M.",Directed,1
"Van de Vliert, E.","Bushman, B.",Directed,1
"Daan, S.","Van Lange, P.",Directed,1
"Daan, S.","Rinderu, M.",Directed,1
"Daan, S.","Bushman, B.",Directed,1
"Van der Linden, S.","Van Lange, P.",Directed,1
"Van der Linden, S.","Rinderu, M.",Directed,1
"Van der Linden, S.","Bushman, B.",Directed,1
"Van Voorhees, E.","Van Lange, P.",Directed,1
"Van Voorhees, E.","Rinderu, M.",Directed,1
"Van Voorhees, E.","Bushman, B.",Directed,1
"Wilson, S.","Van Lange, P.",Directed,1
"Wilson, S.","Rinderu, M.",Directed,1
"Wilson, S.","Bushman, B.",Directed,1
"Calhoun, P.","Van Lange, P.",Directed,1
"Calhoun, P.","Rinderu, M.",Directed,1
"Calhoun, P.","Bushman, B.",Directed,1
"Elbogen, E.","Van Lange, P.",Directed,1
"Elbogen, E.","Rinderu, M.",Directed,1
"Elbogen, E.","Bushman, B.",Directed,1
"Beckham, J.","Van Lange, P.",Directed,1
"Beckham, J.","Rinderu, M.",Directed,1
"Beckham, J.","Bushman, B.",Directed,1
"Kimbrel, N.","Van Lange, P.",Directed,1
"Kimbrel, N.","Rinderu, M.",Directed,1
"Kimbrel, N.","Bushman, B.",Directed,1
"Volk, A.","Van Lange, P.",Directed,1
"Volk, A.","Rinderu, M.",Directed,1
"Volk, A.","Bushman, B.",Directed,1
"Weick, M.","Van Lange, P.",Directed,1
"Weick, M.","Rinderu, M.",Directed,1
"Weick, M.","Bushman, B.",Directed,1
"Vasiljevic, M.","Van Lange, P.",Directed,1
"Vasiljevic, M.","Rinderu, M.",Directed,1
"Vasiljevic, M.","Bushman, B.",Directed,1
"Uskul, A.","Van Lange, P.",Directed,1
"Uskul, A.","Rinderu, M.",Directed,1
"Uskul, A.","Bushman, B.",Directed,1
"Moon, C.","Van Lange, P.",Directed,1
"Moon, C.","Rinderu, M.",Directed,1
"Moon, C.","Bushman, B.",Directed,1
"Wiessner, P.","Van Lange, P.",Directed,1
"Wiessner, P.","Rinderu, M.",Directed,1
"Wiessner, P.","Bushman, B.",Directed,1
"Ambroziak, K.","Nettle, D.",Directed,1
"Ambroziak, K.","Andrews, C.",Directed,1
"Ambroziak, K.","Bateson, M.",Directed,1
"Azañón, E.","Nettle, D.",Directed,1
"Azañón, E.","Andrews, C.",Directed,1
"Azañón, E.","Bateson, M.",Directed,1
"Longo, M.","Nettle, D.",Directed,1
"Longo, M.","Andrews, C.",Directed,1
"Longo, M.","Bateson, M.",Directed,1
"Bentley, R.","Nettle, D.",Directed,1
"Bentley, R.","Andrews, C.",Directed,1
"Bentley, R.","Bateson, M.",Directed,1
"O'Brien, M.","Nettle, D.",Directed,1
"O'Brien, M.","Andrews, C.",Directed,1
"O'Brien, M.","Bateson, M.",Directed,1
"Blackwell, A.","Nettle, D.",Directed,2
"Blackwell, A.","Andrews, C.",Directed,1
"Blackwell, A.","Bateson, M.",Directed,1
"Boden, J.","Nettle, D.",Directed,1
"Boden, J.","Andrews, C.",Directed,1
"Boden, J.","Bateson, M.",Directed,1
"McLeod, G.","Nettle, D.",Directed,1
"McLeod, G.","Andrews, C.",Directed,1
"McLeod, G.","Bateson, M.",Directed,1
"Cardel, M.","Nettle, D.",Directed,1
"Cardel, M.","Andrews, C.",Directed,1
"Cardel, M.","Bateson, M.",Directed,1
"Pavela, G.","Nettle, D.",Directed,1
"Pavela, G.","Andrews, C.",Directed,1
"Pavela, G.","Bateson, M.",Directed,1
"Dhurandhar, E.","Nettle, D.",Directed,1
"Dhurandhar, E.","Andrews, C.",Directed,1
"Dhurandhar, E.","Bateson, M.",Directed,1
"Allison, D.","Nettle, D.",Directed,1
"Allison, D.","Andrews, C.",Directed,1
"Allison, D.","Bateson, M.",Directed,1
"Chen, B.","Nettle, D.",Directed,1
"Chen, B.","Andrews, C.",Directed,1
"Chen, B.","Bateson, M.",Directed,1
"Coppin, G.","Nettle, D.",Directed,1
"Coppin, G.","Andrews, C.",Directed,1
"Coppin, G.","Bateson, M.",Directed,1
"Davies, K.","Nettle, D.",Directed,1
"Davies, K.","Andrews, C.",Directed,1
"Davies, K.","Bateson, M.",Directed,1
"Cheke, L.","Nettle, D.",Directed,1
"Cheke, L.","Andrews, C.",Directed,1
"Cheke, L.","Bateson, M.",Directed,1
"Clayton, N.","Nettle, D.",Directed,1
"Clayton, N.","Andrews, C.",Directed,1
"Clayton, N.","Bateson, M.",Directed,1
"DeJesus, J.","Nettle, D.",Directed,1
"DeJesus, J.","Andrews, C.",Directed,1
"DeJesus, J.","Bateson, M.",Directed,1
"Dittmann, A.","Nettle, D.",Directed,1
"Dittmann, A.","Andrews, C.",Directed,1
"Dittmann, A.","Bateson, M.",Directed,1
"Maner, J.","Nettle, D.",Directed,1
"Maner, J.","Andrews, C.",Directed,1
"Maner, J.","Bateson, M.",Directed,1
"Dohle, S.","Nettle, D.",Directed,1
"Dohle, S.","Andrews, C.",Directed,1
"Dohle, S.","Bateson, M.",Directed,1
"Hofmann, W.","Nettle, D.",Directed,1
"Hofmann, W.","Andrews, C.",Directed,1
"Hofmann, W.","Bateson, M.",Directed,1
"Ert, E.","Nettle, D.",Directed,1
"Ert, E.","Andrews, C.",Directed,1
"Ert, E.","Bateson, M.",Directed,1
"Heiman, A.","Nettle, D.",Directed,1
"Heiman, A.","Andrews, C.",Directed,1
"Heiman, A.","Bateson, M.",Directed,1
"Higginson, A.","Nettle, D.",Directed,1
"Higginson, A.","Andrews, C.",Directed,1
"Higginson, A.","Bateson, M.",Directed,1
"McNamara, J.","Nettle, D.",Directed,1
"McNamara, J.","Andrews, C.",Directed,1
"McNamara, J.","Bateson, M.",Directed,1
"Dall, S.","Nettle, D.",Directed,1
"Dall, S.","Andrews, C.",Directed,1
"Dall, S.","Bateson, M.",Directed,1
"Hill, S.","Nettle, D.",Directed,2
"Hill, S.","Andrews, C.",Directed,1
"Hill, S.","Bateson, M.",Directed,1
"Proffitt Leyva, R.","Nettle, D.",Directed,1
"Proffitt Leyva, R.","Andrews, C.",Directed,1
"Proffitt Leyva, R.","Bateson, M.",Directed,1
"DelPriore, D.","Nettle, D.",Directed,1
"DelPriore, D.","Andrews, C.",Directed,1
"DelPriore, D.","Bateson, M.",Directed,1
"Hruschka, D.","Nettle, D.",Directed,1
"Hruschka, D.","Andrews, C.",Directed,1
"Hruschka, D.","Bateson, M.",Directed,1
"Han, S.","Nettle, D.",Directed,1
"Han, S.","Andrews, C.",Directed,1
"Han, S.","Bateson, M.",Directed,1
"Lozano, G.","Nettle, D.",Directed,1
"Lozano, G.","Andrews, C.",Directed,1
"Lozano, G.","Bateson, M.",Directed,1
"Mata, J.","Nettle, D.",Directed,1
"Mata, J.","Andrews, C.",Directed,1
"Mata, J.","Bateson, M.",Directed,1
"Dallacker, M.","Nettle, D.",Directed,1
"Dallacker, M.","Andrews, C.",Directed,1
"Dallacker, M.","Bateson, M.",Directed,1
"Hertwig, R.","Nettle, D.",Directed,1
"Hertwig, R.","Andrews, C.",Directed,1
"Hertwig, R.","Bateson, M.",Directed,1
"Mattei, T.","Nettle, D.",Directed,1
"Mattei, T.","Andrews, C.",Directed,1
"Mattei, T.","Bateson, M.",Directed,1
"Mullan, B.","Nettle, D.",Directed,1
"Mullan, B.","Andrews, C.",Directed,1
"Mullan, B.","Bateson, M.",Directed,1
"Ntoumanis, N.","Nettle, D.",Directed,1
"Ntoumanis, N.","Andrews, C.",Directed,1
"Ntoumanis, N.","Bateson, M.",Directed,1
"Thøgersen-Ntoumani, C.","Nettle, D.",Directed,1
"Thøgersen-Ntoumani, C.","Andrews, C.",Directed,1
"Thøgersen-Ntoumani, C.","Bateson, M.",Directed,1
"Lipp, O.","Nettle, D.",Directed,1
"Lipp, O.","Andrews, C.",Directed,1
"Lipp, O.","Bateson, M.",Directed,1
"Nesse, R.","Nettle, D.",Directed,1
"Nesse, R.","Andrews, C.",Directed,1
"Nesse, R.","Bateson, M.",Directed,1
"Petit, O.","Nettle, D.",Directed,1
"Petit, O.","Andrews, C.",Directed,1
"Petit, O.","Bateson, M.",Directed,1
"Spence, C.","Nettle, D.",Directed,1
"Spence, C.","Andrews, C.",Directed,1
"Spence, C.","Bateson, M.",Directed,1
"Sacco, P.","Nettle, D.",Directed,1
"Sacco, P.","Andrews, C.",Directed,1
"Sacco, P.","Bateson, M.",Directed,1
"Smith, T.","Nettle, D.",Directed,1
"Smith, T.","Andrews, C.",Directed,1
"Smith, T.","Bateson, M.",Directed,1
"Tapper, K.","Nettle, D.",Directed,1
"Tapper, K.","Andrews, C.",Directed,1
"Tapper, K.","Bateson, M.",Directed,1
"Wells, J.","Nettle, D.",Directed,1
"Wells, J.","Andrews, C.",Directed,1
"Wells, J.","Bateson, M.",Directed,1
"Campion, J.","Hulleman, J.",Directed,1
"Campion, J.","Olivers, C.",Directed,1
"Cave, K.","Hulleman, J.",Directed,1
"Cave, K.","Olivers, C.",Directed,1
"Crabb, D.","Hulleman, J.",Directed,1
"Crabb, D.","Olivers, C.",Directed,1
"Taylor, D.","Hulleman, J.",Directed,1
"Taylor, D.","Olivers, C.",Directed,1
"Crawford, T.","Hulleman, J.",Directed,1
"Crawford, T.","Olivers, C.",Directed,1
"Litchfield, D.","Hulleman, J.",Directed,1
"Litchfield, D.","Olivers, C.",Directed,1
"Donovan, T.","Hulleman, J.",Directed,1
"Donovan, T.","Olivers, C.",Directed,1
"Eimer, M.","Hulleman, J.",Directed,1
"Eimer, M.","Olivers, C.",Directed,1
"Enns, J.","Hulleman, J.",Directed,1
"Enns, J.","Olivers, C.",Directed,1
"Watson, M.","Hulleman, J.",Directed,1
"Watson, M.","Olivers, C.",Directed,1
"Henriksson, L.","Hulleman, J.",Directed,1
"Henriksson, L.","Olivers, C.",Directed,1
"Hari, R.","Hulleman, J.",Directed,1
"Hari, R.","Olivers, C.",Directed,1
"Itti, L.","Hulleman, J.",Directed,1
"Itti, L.","Olivers, C.",Directed,1
"Khani, A.","Hulleman, J.",Directed,1
"Khani, A.","Olivers, C.",Directed,1
"Ordikhani-Seyedlar, M.","Hulleman, J.",Directed,1
"Ordikhani-Seyedlar, M.","Olivers, C.",Directed,1
"Kieras, D.","Hulleman, J.",Directed,1
"Kieras, D.","Olivers, C.",Directed,1
"Hornof, A.","Hulleman, J.",Directed,1
"Hornof, A.","Olivers, C.",Directed,1
"Kristjánsson, Á, Chetverikov, A.","Hulleman, J.",Directed,1
"Kristjánsson, Á, Chetverikov, A.","Olivers, C.",Directed,1
"Brinkhuis, M.","Hulleman, J.",Directed,1
"Brinkhuis, M.","Olivers, C.",Directed,1
"Laubrock, J.","Hulleman, J.",Directed,1
"Laubrock, J.","Olivers, C.",Directed,1
"Engbert, R.","Hulleman, J.",Directed,1
"Engbert, R.","Olivers, C.",Directed,1
"Cajar, A.","Hulleman, J.",Directed,1
"Cajar, A.","Olivers, C.",Directed,1
"Little, D.","Hulleman, J.",Directed,1
"Little, D.","Olivers, C.",Directed,1
"Eidels, A.","Hulleman, J.",Directed,1
"Eidels, A.","Olivers, C.",Directed,1
"Houpt, J.","Hulleman, J.",Directed,1
"Houpt, J.","Olivers, C.",Directed,1
"Yang, C.","Hulleman, J.",Directed,1
"Yang, C.","Olivers, C.",Directed,1
"Lleras, A.","Hulleman, J.",Directed,1
"Lleras, A.","Olivers, C.",Directed,1
"Cronin, D.","Hulleman, J.",Directed,1
"Cronin, D.","Olivers, C.",Directed,1
"Madison, A.","Hulleman, J.",Directed,1
"Madison, A.","Olivers, C.",Directed,1
"Wang, M.","Hulleman, J.",Directed,1
"Wang, M.","Olivers, C.",Directed,1
"Buetti, S.","Hulleman, J.",Directed,1
"Buetti, S.","Olivers, C.",Directed,1
"Menneer, T.","Hulleman, J.",Directed,1
"Menneer, T.","Olivers, C.",Directed,1
"Godwin, H.","Hulleman, J.",Directed,1
"Godwin, H.","Olivers, C.",Directed,1
"Liversedge, S.","Hulleman, J.",Directed,1
"Liversedge, S.","Olivers, C.",Directed,1
"Hillstrom, A.","Hulleman, J.",Directed,1
"Hillstrom, A.","Olivers, C.",Directed,1
"Benson, V.","Hulleman, J.",Directed,1
"Benson, V.","Olivers, C.",Directed,1
"Reichle, E.","Hulleman, J.",Directed,1
"Reichle, E.","Olivers, C.",Directed,1
"Donnelly, N.","Hulleman, J.",Directed,1
"Donnelly, N.","Olivers, C.",Directed,1
"Moran, R.","Hulleman, J.",Directed,2
"Moran, R.","Olivers, C.",Directed,2
"Liesefeld, H.","Hulleman, J.",Directed,2
"Liesefeld, H.","Olivers, C.",Directed,2
"Usher, M.","Hulleman, J.",Directed,2
"Usher, M.","Olivers, C.",Directed,2
"Müller, H.","Hulleman, J.",Directed,2
"Müller, H.","Olivers, C.",Directed,2
"Ohl, S.","Hulleman, J.",Directed,1
"Ohl, S.","Olivers, C.",Directed,1
"Rolfs, M.","Hulleman, J.",Directed,1
"Rolfs, M.","Olivers, C.",Directed,1
"Pasqualotto, A.","Hulleman, J.",Directed,1
"Pasqualotto, A.","Olivers, C.",Directed,1
"Phillips, S.","Hulleman, J.",Directed,1
"Phillips, S.","Olivers, C.",Directed,1
"Takeda, Y.","Hulleman, J.",Directed,1
"Takeda, Y.","Olivers, C.",Directed,1
"Prinz, W.","Hulleman, J.",Directed,1
"Prinz, W.","Olivers, C.",Directed,1
"Rosenholtz, R.","Hulleman, J.",Directed,1
"Rosenholtz, R.","Olivers, C.",Directed,1
"Shi, Z.","Hulleman, J.",Directed,1
"Shi, Z.","Olivers, C.",Directed,1
"Zang, X.","Hulleman, J.",Directed,1
"Zang, X.","Olivers, C.",Directed,1
"Geyer, T.","Hulleman, J.",Directed,1
"Geyer, T.","Olivers, C.",Directed,1
"Töllner, T.","Hulleman, J.",Directed,1
"Töllner, T.","Olivers, C.",Directed,1
"Rangelov, D.","Hulleman, J.",Directed,1
"Rangelov, D.","Olivers, C.",Directed,1
"Urale, P.","Hulleman, J.",Directed,1
"Urale, P.","Olivers, C.",Directed,1
"Van der Kamp, J.","Hulleman, J.",Directed,1
"Van der Kamp, J.","Olivers, C.",Directed,1
"Dicks, M.","Hulleman, J.",Directed,1
"Dicks, M.","Olivers, C.",Directed,1
"Van der Stigchel, S.","Hulleman, J.",Directed,1
"Van der Stigchel, S.","Olivers, C.",Directed,1
"Mathôt, S.","Hulleman, J.",Directed,1
"Mathôt, S.","Olivers, C.",Directed,1
"Watson, D.","Hulleman, J.",Directed,1
"Watson, D.","Olivers, C.",Directed,1
"Wolfe, J.","Hulleman, J.",Directed,1
"Wolfe, J.","Olivers, C.",Directed,1
"Wu, R.","Hulleman, J.",Directed,1
"Wu, R.","Olivers, C.",Directed,1
"Zhao, J.","Hulleman, J.",Directed,1
"Zhao, J.","Olivers, C.",Directed,1
"Agrillo, C.","Leibovich, T.",Directed,1
"Agrillo, C.","Katzin, N.",Directed,1
"Agrillo, C.","Harel, M.",Directed,1
"Agrillo, C.","Henik, A.",Directed,1
"Bisazza, A.","Leibovich, T.",Directed,1
"Bisazza, A.","Katzin, N.",Directed,1
"Bisazza, A.","Harel, M.",Directed,1
"Bisazza, A.","Henik, A.",Directed,1
"Beran, M.","Leibovich, T.",Directed,1
"Beran, M.","Katzin, N.",Directed,1
"Beran, M.","Harel, M.",Directed,1
"Beran, M.","Henik, A.",Directed,1
"Parrish, A.","Leibovich, T.",Directed,1
"Parrish, A.","Katzin, N.",Directed,1
"Parrish, A.","Harel, M.",Directed,1
"Parrish, A.","Henik, A.",Directed,1
"Burr, D.","Leibovich, T.",Directed,1
"Burr, D.","Katzin, N.",Directed,1
"Burr, D.","Harel, M.",Directed,1
"Burr, D.","Henik, A.",Directed,1
"Content, A.","Leibovich, T.",Directed,1
"Content, A.","Katzin, N.",Directed,1
"Content, A.","Harel, M.",Directed,1
"Content, A.","Henik, A.",Directed,1
"Velde, M.","Leibovich, T.",Directed,1
"Velde, M.","Katzin, N.",Directed,1
"Velde, M.","Harel, M.",Directed,1
"Velde, M.","Henik, A.",Directed,1
"Adriano, A.","Leibovich, T.",Directed,1
"Adriano, A.","Katzin, N.",Directed,1
"Adriano, A.","Harel, M.",Directed,1
"Adriano, A.","Henik, A.",Directed,1
"De Hevia, M.","Leibovich, T.",Directed,1
"De Hevia, M.","Katzin, N.",Directed,1
"De Hevia, M.","Harel, M.",Directed,1
"De Hevia, M.","Henik, A.",Directed,1
"Castaldi, E.","Leibovich, T.",Directed,1
"Castaldi, E.","Katzin, N.",Directed,1
"Castaldi, E.","Harel, M.",Directed,1
"Castaldi, E.","Henik, A.",Directed,1
"Streri, A.","Leibovich, T.",Directed,1
"Streri, A.","Katzin, N.",Directed,1
"Streri, A.","Harel, M.",Directed,1
"Streri, A.","Henik, A.",Directed,1
"Eger, E.","Leibovich, T.",Directed,1
"Eger, E.","Katzin, N.",Directed,1
"Eger, E.","Harel, M.",Directed,1
"Eger, E.","Henik, A.",Directed,1
"Izard, V.","Leibovich, T.",Directed,1
"Izard, V.","Katzin, N.",Directed,1
"Izard, V.","Harel, M.",Directed,1
"Izard, V.","Henik, A.",Directed,1
"Durgin, F.","Leibovich, T.",Directed,1
"Durgin, F.","Katzin, N.",Directed,1
"Durgin, F.","Harel, M.",Directed,1
"Durgin, F.","Henik, A.",Directed,1
"Gebuis, T.","Leibovich, T.",Directed,1
"Gebuis, T.","Katzin, N.",Directed,1
"Gebuis, T.","Harel, M.",Directed,1
"Gebuis, T.","Henik, A.",Directed,1
"Cohen Kadosh, R.","Leibovich, T.",Directed,1
"Cohen Kadosh, R.","Katzin, N.",Directed,1
"Cohen Kadosh, R.","Harel, M.",Directed,1
"Cohen Kadosh, R.","Henik, A.",Directed,1
"Gevers, W.","Leibovich, T.",Directed,1
"Gevers, W.","Katzin, N.",Directed,1
"Gevers, W.","Harel, M.",Directed,1
"Gevers, W.","Henik, A.",Directed,1
"Gronau, N.","Leibovich, T.",Directed,1
"Gronau, N.","Katzin, N.",Directed,1
"Gronau, N.","Harel, M.",Directed,1
"Gronau, N.","Henik, A.",Directed,1
"Hyde, D.","Leibovich, T.",Directed,1
"Hyde, D.","Katzin, N.",Directed,1
"Hyde, D.","Harel, M.",Directed,1
"Hyde, D.","Henik, A.",Directed,1
"Mou, Y.","Leibovich, T.",Directed,1
"Mou, Y.","Katzin, N.",Directed,1
"Mou, Y.","Harel, M.",Directed,1
"Mou, Y.","Henik, A.",Directed,1
"Inglis, M.","Leibovich, T.",Directed,1
"Inglis, M.","Katzin, N.",Directed,1
"Inglis, M.","Harel, M.",Directed,1
"Inglis, M.","Henik, A.",Directed,1
"Batchelor, S.","Leibovich, T.",Directed,1
"Batchelor, S.","Katzin, N.",Directed,1
"Batchelor, S.","Harel, M.",Directed,1
"Batchelor, S.","Henik, A.",Directed,1
"Gilmore, C.","Leibovich, T.",Directed,1
"Gilmore, C.","Katzin, N.",Directed,1
"Gilmore, C.","Harel, M.",Directed,1
"Gilmore, C.","Henik, A.",Directed,1
"Watson, D.","Leibovich, T.",Directed,1
"Watson, D.","Katzin, N.",Directed,1
"Watson, D.","Harel, M.",Directed,1
"Watson, D.","Henik, A.",Directed,1
"Jordan, N.","Leibovich, T.",Directed,1
"Jordan, N.","Katzin, N.",Directed,1
"Jordan, N.","Harel, M.",Directed,1
"Jordan, N.","Henik, A.",Directed,1
"Rinne, L.","Leibovich, T.",Directed,1
"Rinne, L.","Katzin, N.",Directed,1
"Rinne, L.","Harel, M.",Directed,1
"Rinne, L.","Henik, A.",Directed,1
"Resnick, I.","Leibovich, T.",Directed,1
"Resnick, I.","Katzin, N.",Directed,1
"Resnick, I.","Harel, M.",Directed,1
"Resnick, I.","Henik, A.",Directed,1
"Libertus, M.","Leibovich, T.",Directed,1
"Libertus, M.","Katzin, N.",Directed,1
"Libertus, M.","Harel, M.",Directed,1
