Source, Target, Type, Appearance, TextLength
21145927, 9720762, Directed, 1, 4
13552641, 200960556, Directed, 1, 4
316746682, 5175790, Directed, 1, 2
308084698, 5175790, Directed, 1, 12
2132414, 5175790, Directed, 2, 21
209554853, 221362631, Directed, 6, 6
220264214, 214943743, Directed, 3, 6
1868034, 122606440, Directed, 1, 51
216165249, 307890529, Directed, 1, 3
9221933, 224980267, Directed, 1, 64
301858073, 308054776, Directed, 1, 2
220151011, 219155979, Directed, 1, 3
306428599, 5175790, Directed, 1, 8
199773670, 219857448, Directed, 1, 0
214804080, 5175790, Directed, 1, 58
302147462, 221362631, Directed, 1, 2
308797671, 221362631, Directed, 2, 4
209702468, 9720762, Directed, 1, 2
2034214, 221362631, Directed, 1, 2
133822407, 9720762, Directed, 1, 157
303421415, 226087788, Directed, 1, 17
5940578, 314888588, Directed, 1, 20
228409415, 214943743, Directed, 1, 1
305067238, 312205184, Directed, 2, 6
300822043, 226087788, Directed, 1, 2
194801077, 221362631, Directed, 11, 46
200041967, 13517307, Directed, 1, 17
231522178, 5175790, Directed, 1, 13
310540952, 122606440, Directed, 1, 61
4470475, 221362631, Directed, 1, 2
223275771, 5175790, Directed, 1, 3
216130691, 214943743, Directed, 1, 4
317477680, 312390991, Directed, 1, 34
228112392, 17268811, Directed, 1, 9
314095172, 5175790, Directed, 1, 2
112173863, 5175790, Directed, 2, 31
7503080, 214943743, Directed, 2, 6
157384536, 221362631, Directed, 1, 2
216160243, 199577189, Directed, 1, 2
228628178, 5175790, Directed, 1, 20
200954150, 226974030, Directed, 2, 4
315775831, 5175790, Directed, 1, 3
197890481, 217250196, Directed, 2, 204
100576649, 197437255, Directed, 1, 34
1973191, 214943743, Directed, 1, 2
228834584, 5175790, Directed, 1, 3
224449098, 214943743, Directed, 1, 5
323032375, 211669292, Directed, 1, 2
215503425, 217250196, Directed, 1, 2
301843654, 221362631, Directed, 2, 13
225969811, 316941306, Directed, 1, 1
2520147, 221362631, Directed, 6, 22
209753208, 13670303, Directed, 1, 1
422616, 213229220, Directed, 1, 6
226973606, 5175790, Directed, 1, 42
221171988, 221362631, Directed, 2, 4
133616944, 226087788, Directed, 1, 2
197890481, 319284225, Directed, 1, 4
19294917, 12540892, Directed, 1, 7
221806812, 221362631, Directed, 1, 2
132938239, 5175790, Directed, 2, 25
199934475, 221362631, Directed, 1, 2
122629508, 122629508, Directed, 16, 634
210739005, 5175790, Directed, 2, 55
153172278, 5175790, Directed, 1, 2
5618903, 5618903, Directed, 2, 25
307266914, 5175790, Directed, 1, 239
312035361, 221362631, Directed, 1, 46
224547987, 224547987, Directed, 2, 4
2102672, 224980267, Directed, 1, 4
214038616, 221362631, Directed, 2, 4
215873488, 5175790, Directed, 1, 2
300215502, 5175790, Directed, 1, 12
231592844, 5175790, Directed, 1, 5
320172464, 5175790, Directed, 1, 7
123810904, 225004609, Directed, 1, 0
200458685, 221362631, Directed, 8, 33
300191238, 214943743, Directed, 3, 3
300582725, 5175790, Directed, 2, 124
190354238, 5175790, Directed, 1, 110
312996552, 221362631, Directed, 1, 2
220634130, 210957532, Directed, 1, 4
228060832, 5175790, Directed, 1, 14
215091094, 5175790, Directed, 1, 37
307424518, 226087788, Directed, 1, 7
221024492, 5175790, Directed, 1, 3
218949394, 5175790, Directed, 1, 3
190998539, 5175790, Directed, 1, 5
209810696, 307890529, Directed, 1, 3
6733109, 122606440, Directed, 1, 20
197416623, 5175790, Directed, 1, 31
320278145, 5175790, Directed, 9, 243
100428, 5175790, Directed, 1, 2
227829457, 5175790, Directed, 4, 14
218541631, 200960556, Directed, 1, 0
195522334, 106690213, Directed, 1, 2
217381241, 9720762, Directed, 7, 14
309732317, 5175790, Directed, 1, 20
227028439, 201043924, Directed, 1, 33
225969811, 225969811, Directed, 1, 1
221768197, 221362631, Directed, 1, 2
316313320, 193098267, Directed, 1, 2
6994296, 5175790, Directed, 1, 16
176244876, 219155979, Directed, 5, 9
217162221, 5175790, Directed, 2, 7
152466878, 122606440, Directed, 1, 2
209463712, 200960556, Directed, 1, 2
228886332, 221362631, Directed, 3, 6
309652944, 226087788, Directed, 1, 6
307102067, 221362631, Directed, 1, 2
100483367, 200960556, Directed, 2, 10
190759127, 221362631, Directed, 1, 2
320383312, 122606440, Directed, 4, 8
303389124, 219857448, Directed, 2, 4
209768262, 5175790, Directed, 1, 15
317838264, 5175790, Directed, 1, 6
216553205, 221362631, Directed, 9, 53
103109997, 221362631, Directed, 1, 2
230333631, 221362631, Directed, 1, 6
310063681, 122606440, Directed, 1, 34
227624585, 5175790, Directed, 1, 20
214485121, 13670303, Directed, 1, 2
209986056, 217250196, Directed, 1, 2
201625277, 5175790, Directed, 1, 2
925478, 226087788, Directed, 1, 2
313713445, 313713445, Directed, 24, 46
216582232, 106690213, Directed, 2, 4
308406665, 5175790, Directed, 3, 111
151759521, 122606440, Directed, 1, 4
218230486, 122606440, Directed, 1, 4
316167142, 221362631, Directed, 1, 2
202561445, 5175790, Directed, 1, 2
210523821, 13670303, Directed, 1, 4
167392584, 5175790, Directed, 1, 36
200948341, 214943743, Directed, 1, 2
200287802, 221362631, Directed, 1, 2
6433989, 200960556, Directed, 1, 2
115701969, 226087788, Directed, 1, 11
999349, 5175790, Directed, 1, 83
646840, 9720762, Directed, 1, 2
311411724, 17268811, Directed, 2, 4
317599374, 5175790, Directed, 1, 2
215127448, 221362631, Directed, 1, 2
316487162, 221362631, Directed, 1, 2
310729403, 1203713, Directed, 1, 3
122826970, 307890529, Directed, 1, 3
206737972, 221362631, Directed, 1, 2
1703475, 219857448, Directed, 1, 2
222446597, 221362631, Directed, 1, 2
213026180, 221362631, Directed, 1, 2
307895433, 321971850, Directed, 1, 1
217574645, 5175790, Directed, 1, 2
311595512, 221362631, Directed, 1, 1
319945701, 216977824, Directed, 1, 2
218083674, 5175790, Directed, 1, 1
226918196, 5175790, Directed, 1, 1
216160243, 122606440, Directed, 75, 368
120687456, 226087788, Directed, 1, 6
226837356, 221362631, Directed, 1, 2
304101010, 5175790, Directed, 1, 2
210559120, 221362631, Directed, 1, 2
312402467, 5175790, Directed, 1, 33
302356247, 214943743, Directed, 2, 4
200166625, 217250196, Directed, 1, 2
219693323, 307295565, Directed, 1, 1
302127268, 212170078, Directed, 1, 47
315379814, 122606440, Directed, 1, 1
211765104, 5175790, Directed, 1, 22
171714209, 5175790, Directed, 2, 71
225131541, 316260318, Directed, 1, 2
226023804, 218607162, Directed, 18, 84
217128611, 5175790, Directed, 1, 2
147836369, 5175790, Directed, 1, 7
307041151, 221362631, Directed, 2, 4
230364013, 317244743, Directed, 1, 12
306973141, 122606440, Directed, 1, 225
225048369, 221362631, Directed, 1, 2
217233051, 226087788, Directed, 1, 3
213867688, 122606440, Directed, 4, 8
315228055, 221362631, Directed, 1, 2
2469737, 217250196, Directed, 1, 2
227838851, 319284225, Directed, 1, 4
145282505, 214943743, Directed, 1, 2
178608840, 178532510, Directed, 3, 20
209533030, 214943743, Directed, 1, 2
322085948, 122606440, Directed, 1, 2
214194682, 122606440, Directed, 20, 117
197761841, 5175790, Directed, 1, 12
300192454, 221362631, Directed, 3, 6
175437, 221362631, Directed, 1, 1
123476981, 322569854, Directed, 1, 15
307570775, 13670303, Directed, 1, 2
315578514, 315303096, Directed, 1, 1
211243300, 5175790, Directed, 1, 3
209703844, 221362631, Directed, 1, 2
214168206, 5175790, Directed, 3, 19
54336, 221362631, Directed, 1, 2
211725147, 177364702, Directed, 1, 12
129946191, 9720762, Directed, 1, 23
305107086, 5175790, Directed, 1, 4
218222666, 214844788, Directed, 1, 2
199800193, 226087788, Directed, 1, 4
315695553, 122606440, Directed, 1, 29
221089285, 224980267, Directed, 1, 6
165511054, 225780510, Directed, 1, 4
304634665, 150574401, Directed, 1, 3
3214368, 221362631, Directed, 1, 2
217244675, 221362631, Directed, 1, 6
186414878, 219857448, Directed, 1, 2
215669760, 214943743, Directed, 1, 5
155325372, 214943743, Directed, 1, 2
312188554, 221362631, Directed, 1, 2
308383995, 5175790, Directed, 1, 13
218869044, 218607162, Directed, 2, 2
209754633, 5175790, Directed, 1, 1
193552427, 5175790, Directed, 1, 74
215758294, 5175790, Directed, 1, 7
2016325, 5175790, Directed, 5, 18
217327904, 221362631, Directed, 1, 6
124150701, 5175790, Directed, 1, 5
218385647, 221362631, Directed, 1, 2
211850820, 5175790, Directed, 1, 25
209412573, 211250722, Directed, 1, 17
301864567, 220309665, Directed, 1, 5
311267162, 152453832, Directed, 1, 2
217326082, 5175790, Directed, 1, 22
728788, 221362631, Directed, 1, 4
229550115, 216977824, Directed, 2, 6
317213845, 5175790, Directed, 1, 2
219263368, 122606440, Directed, 1, 2
317196021, 5175790, Directed, 3, 33
3035555, 13670303, Directed, 1, 3
2691096, 9720762, Directed, 1, 10
213943597, 221362631, Directed, 1, 4
230861318, 122606440, Directed, 7, 51
227651250, 307295565, Directed, 1, 1
309951477, 5175790, Directed, 1, 7
319293864, 5175790, Directed, 1, 2
221388322, 5175790, Directed, 8, 17
115168648, 220309665, Directed, 1, 5
302707183, 221362631, Directed, 1, 2
310933779, 221362631, Directed, 1, 1
300345508, 221362631, Directed, 1, 2
213469012, 221362631, Directed, 1, 2
229513991, 220695141, Directed, 2, 85
224889263, 221362631, Directed, 1, 2
5666471, 209728189, Directed, 1, 2
191009240, 221362631, Directed, 1, 6
221246477, 5175790, Directed, 1, 38
305769596, 122606440, Directed, 1, 4
108708491, 214943743, Directed, 1, 2
313157691, 5175790, Directed, 1, 6
314607120, 5175790, Directed, 1, 20
152261148, 221362631, Directed, 1, 2
121901506, 214943743, Directed, 1, 2
145163586, 214943743, Directed, 1, 1
2749138, 223453350, Directed, 1, 4
214710441, 5175790, Directed, 1, 10
219201487, 307890529, Directed, 1, 3
214090747, 200960556, Directed, 1, 3
223260010, 5175790, Directed, 8, 27
210793104, 221362631, Directed, 1, 2
315522969, 122606440, Directed, 1, 25
219119497, 5175790, Directed, 2, 52
312627527, 312627527, Directed, 1, 16
186531555, 226087788, Directed, 1, 2
164430543, 13670303, Directed, 1, 8
455680, 221362631, Directed, 1, 2
776884, 307295565, Directed, 1, 2
210275583, 5175790, Directed, 2, 49
316421883, 319246574, Directed, 1, 8
310721171, 221362631, Directed, 2, 4
187158748, 5175790, Directed, 1, 25
305277133, 5175790, Directed, 3, 211
230348782, 9720762, Directed, 1, 2
313150396, 5175790, Directed, 1, 29
15009885, 5175790, Directed, 2, 4
225992263, 221362631, Directed, 1, 2
202567267, 214943743, Directed, 1, 1
315578514, 102138454, Directed, 1, 1
159367753, 221362631, Directed, 1, 1
304527570, 133238, Directed, 1, 10
231172021, 229102208, Directed, 1, 2
220496437, 220480641, Directed, 1, 14
216710160, 221362631, Directed, 1, 2
124082184, 214943743, Directed, 1, 2
301588913, 5175790, Directed, 1, 3
193302029, 221362631, Directed, 1, 2
319777889, 221362631, Directed, 1, 2
4487317, 122606440, Directed, 4, 52
215501675, 221362631, Directed, 1, 2
7304385, 221362631, Directed, 1, 1
200468708, 5175790, Directed, 1, 10
302236047, 221362631, Directed, 7, 21
213967944, 322426182, Directed, 1, 15
315578514, 216582232, Directed, 3, 7
224980267, 224980267, Directed, 27, 1455
202336712, 214943743, Directed, 1, 2
220461863, 201792194, Directed, 1, 17
215554386, 5175790, Directed, 1, 20
6417782, 5175790, Directed, 1, 5
711121, 150574401, Directed, 1, 4
186386454, 226087788, Directed, 1, 4
308636510, 221362631, Directed, 1, 2
313744791, 9720762, Directed, 1, 2
319443867, 122606440, Directed, 2, 6
219887446, 5175790, Directed, 7, 67
189814191, 5175790, Directed, 1, 11
312693611, 221362631, Directed, 1, 2
20003838, 225842933, Directed, 1, 16
735341, 221362631, Directed, 1, 2
309340468, 224980267, Directed, 1, 19
2124153, 307890529, Directed, 1, 3
230471619, 308839537, Directed, 1, 2
215549937, 214943743, Directed, 2, 0
225822083, 221362631, Directed, 1, 2
173116381, 5175790, Directed, 1, 18
190155239, 201792194, Directed, 1, 7
212301539, 214943743, Directed, 1, 2
219635624, 5175790, Directed, 1, 2
321540761, 122606440, Directed, 1, 10
177820614, 9137411, Directed, 1, 13
228541240, 226087788, Directed, 1, 17
307968736, 226087788, Directed, 1, 2
1680223, 322569854, Directed, 1, 5
222084683, 221362631, Directed, 1, 2
312875299, 5175790, Directed, 1, 53
226139764, 321971850, Directed, 1, 9
202922144, 178532510, Directed, 2, 14
189701283, 214943743, Directed, 2, 4
229691752, 214943743, Directed, 1, 2
19213314, 13670303, Directed, 1, 3
231130087, 5175790, Directed, 1, 12
303730419, 225164460, Directed, 1, 15
200375720, 217250196, Directed, 3, 6
100822877, 122606440, Directed, 1, 9
4534496, 217250196, Directed, 2, 5
305579014, 221362631, Directed, 1, 2
220380337, 105198357, Directed, 1, 8
301192731, 5175790, Directed, 1, 8
212668580, 5175790, Directed, 2, 56
6551026, 214943743, Directed, 1, 0
188892378, 5175790, Directed, 1, 111
306955363, 226087788, Directed, 1, 6
410031, 5175790, Directed, 1, 2
311575925, 221362631, Directed, 2, 4
217817255, 226087788, Directed, 1, 2
209701102, 221362631, Directed, 1, 0
218400927, 226087788, Directed, 1, 2
152732175, 5175790, Directed, 1, 11
228858991, 17268811, Directed, 1, 26
225704008, 221362631, Directed, 1, 2
311267162, 323552039, Directed, 1, 2
312807983, 5175790, Directed, 5, 10
102151174, 226087788, Directed, 1, 1
197194824, 219857448, Directed, 1, 5
129789237, 225780510, Directed, 1, 6
316792052, 211669292, Directed, 1, 1
318324496, 301992960, Directed, 1, 9
220585081, 219857448, Directed, 1, 2
223448005, 221362631, Directed, 2, 4
318442582, 122606440, Directed, 1, 92
6924240, 5175790, Directed, 1, 3
228227419, 9720762, Directed, 1, 2
149977433, 5175790, Directed, 2, 106
308265945, 122606440, Directed, 1, 13
209978312, 5175790, Directed, 1, 74
216961259, 9720762, Directed, 1, 5
225329809, 9720762, Directed, 1, 6
317202190, 5175790, Directed, 1, 7
126425248, 214943743, Directed, 1, 2
194647122, 225004609, Directed, 1, 1
226579912, 17268811, Directed, 2, 9
216252252, 216252252, Directed, 4, 9
215574835, 156249229, Directed, 1, 2
227090790, 5175790, Directed, 1, 3
218869044, 13670303, Directed, 1, 1
153719142, 193098267, Directed, 1, 3
227125554, 13670303, Directed, 1, 2
146828598, 5175790, Directed, 1, 32
200954150, 117772047, Directed, 1, 2
200263581, 5175790, Directed, 1, 2
305196493, 9720762, Directed, 2, 4
152393575, 5175790, Directed, 1, 5
300596405, 17268811, Directed, 1, 11
312210647, 146376416, Directed, 1, 7
216236308, 221362631, Directed, 1, 1
211191605, 13670303, Directed, 1, 2
113397376, 218727053, Directed, 1, 12
311777387, 221362631, Directed, 1, 2
224576036, 221362631, Directed, 8, 15
224068000, 122606440, Directed, 3, 16
210425979, 300776795, Directed, 1, 5
226126505, 214943743, Directed, 4, 5
221467585, 221362631, Directed, 1, 2
230165012, 225004609, Directed, 1, 2
103171465, 122606440, Directed, 2, 26
302744405, 5175790, Directed, 2, 17
229728177, 5175790, Directed, 1, 28
303961658, 122606440, Directed, 1, 8
142932948, 17268811, Directed, 1, 2
217407488, 214943743, Directed, 1, 2
132619118, 122606440, Directed, 1, 18
209450797, 307890529, Directed, 1, 2
308736999, 221362631, Directed, 1, 2
4721472, 5175790, Directed, 4, 102
213950643, 9720762, Directed, 1, 6
218684701, 17268811, Directed, 1, 25
215111101, 226087788, Directed, 1, 3
133464786, 226087788, Directed, 1, 2
201225663, 9720762, Directed, 1, 2
230842097, 216977824, Directed, 1, 7
218727053, 226087788, Directed, 1, 3
300189654, 314489471, Directed, 1, 15
222702838, 5175790, Directed, 1, 6
210213710, 221362631, Directed, 1, 2
2946871, 214797486, Directed, 1, 2
311480608, 5175790, Directed, 1, 16
21012571, 122606440, Directed, 1, 10
197128876, 219155979, Directed, 1, 2
186488124, 13670303, Directed, 1, 2
312406078, 221362631, Directed, 1, 2
201877229, 130289216, Directed, 1, 2
197032892, 214943743, Directed, 1, 1
316260318, 302464347, Directed, 2, 27
224553037, 5175790, Directed, 1, 3
4151560, 221362631, Directed, 1, 0
211574518, 150574401, Directed, 1, 29
301321200, 221362631, Directed, 4, 8
181014399, 200960556, Directed, 3, 6
218656373, 106690213, Directed, 1, 2
308916955, 13160288, Directed, 1, 2
202734798, 5175790, Directed, 4, 121
7381983, 5175790, Directed, 1, 17
305921297, 307890529, Directed, 1, 3
216531808, 221362631, Directed, 1, 4
147237573, 200960556, Directed, 1, 4
223453350, 214105360, Directed, 1, 11
200978704, 221362631, Directed, 1, 2
216582232, 38349, Directed, 1, 14
5735588, 13670303, Directed, 1, 5
131686368, 13670303, Directed, 1, 3
230886417, 225780510, Directed, 1, 5
215597691, 5175790, Directed, 1, 1
312916542, 5175790, Directed, 1, 8
214520899, 186697871, Directed, 1, 2
189632807, 150574401, Directed, 1, 8
132685171, 217250196, Directed, 1, 3
229726955, 226087788, Directed, 1, 2
305868458, 221362631, Directed, 1, 2
314223763, 9720762, Directed, 3, 13
312777912, 5175790, Directed, 1, 9
310428245, 5175790, Directed, 1, 36
198122719, 5175790, Directed, 1, 68
218051732, 200960556, Directed, 1, 2
311267162, 149913157, Directed, 1, 1
309371161, 216045485, Directed, 1, 8
320584746, 226974030, Directed, 5, 292
214375588, 178532510, Directed, 2, 5
173260769, 122606440, Directed, 1, 10
2738699, 226087788, Directed, 1, 8
213998752, 223453350, Directed, 1, 6
4469432, 219857448, Directed, 1, 2
222433948, 5175790, Directed, 1, 47
217573231, 5175790, Directed, 3, 23
216237809, 221362631, Directed, 1, 2
229111886, 221362631, Directed, 1, 2
228734509, 221362631, Directed, 1, 2
309243956, 156249229, Directed, 4, 8
228793800, 5175790, Directed, 3, 61
210821028, 122606440, Directed, 5, 21
225969811, 216977824, Directed, 1, 5
311981537, 5175790, Directed, 2, 13
113135429, 5175790, Directed, 1, 4
312969898, 226974030, Directed, 1, 6
222449680, 5175790, Directed, 1, 5
314706699, 156249229, Directed, 1, 4
202496421, 221362631, Directed, 4, 8
316493631, 221362631, Directed, 12, 17
314147890, 314147890, Directed, 1, 4
188583568, 5175790, Directed, 1, 7
209290355, 5175790, Directed, 2, 48
304986462, 221362631, Directed, 1, 2
200258303, 221362631, Directed, 6, 12
213917345, 214943743, Directed, 1, 2
135336733, 214105360, Directed, 1, 4
311074839, 216977824, Directed, 1, 2
152070323, 5175790, Directed, 2, 54
319049631, 5175790, Directed, 1, 2
212685621, 5175790, Directed, 2, 25
226339618, 307890529, Directed, 1, 3
217395193, 214943743, Directed, 2, 4
318389231, 122606440, Directed, 2, 26
227844417, 221362631, Directed, 3, 6
308384724, 5175790, Directed, 1, 60
313003330, 308812847, Directed, 1, 15
303703940, 221362631, Directed, 1, 2
220958771, 221362631, Directed, 1, 5
213008375, 5175790, Directed, 1, 29
3918091, 5175790, Directed, 1, 3
211669292, 142349088, Directed, 1, 3
224147482, 214943743, Directed, 1, 3
227801553, 5175790, Directed, 1, 11
20072012, 217250196, Directed, 1, 2
217466768, 216416797, Directed, 1, 31
300548140, 300548140, Directed, 12, 69
188434286, 221362631, Directed, 2, 4
213223374, 307295565, Directed, 1, 5
224421793, 221362631, Directed, 1, 2
215306263, 216977824, Directed, 1, 2
8455858, 221362631, Directed, 2, 4
216397416, 214943743, Directed, 1, 2
309528757, 224980267, Directed, 2, 4
202955402, 221362631, Directed, 1, 14
24542, 150876964, Directed, 1, 23
150214444, 221362631, Directed, 1, 2
178430998, 5175790, Directed, 1, 28
187589602, 5175790, Directed, 1, 2
223333214, 201792194, Directed, 1, 3
319073320, 5175790, Directed, 1, 4
315578514, 316802673, Directed, 1, 1
187886265, 221362631, Directed, 1, 2
302491502, 214943743, Directed, 1, 2
213492217, 5175790, Directed, 1, 27
304338211, 115144626, Directed, 1, 7
311267162, 311673896, Directed, 1, 2
186136371, 5175790, Directed, 1, 7
188431743, 221362631, Directed, 1, 2
218670635, 214943743, Directed, 1, 4
215514175, 214943743, Directed, 1, 2
316374124, 221362631, Directed, 1, 2
214392894, 5175790, Directed, 1, 9
201777795, 218607162, Directed, 1, 3
317853887, 1203713, Directed, 2, 12
211440559, 224980267, Directed, 3, 6
199701524, 122606440, Directed, 1, 8
228562541, 221362631, Directed, 1, 2
308477959, 221362631, Directed, 1, 2
128194753, 13670303, Directed, 1, 3
192364695, 221362631, Directed, 1, 2
225179345, 221362631, Directed, 3, 7
313362975, 5175790, Directed, 1, 13
306333224, 226087788, Directed, 1, 2
123777768, 214943743, Directed, 1, 3
152466213, 218607162, Directed, 1, 6
223628954, 224980267, Directed, 2, 4
122059751, 214943743, Directed, 1, 2
225397544, 201792194, Directed, 1, 2
8797913, 5175790, Directed, 1, 28
215569234, 5175790, Directed, 1, 17
263235, 214943743, Directed, 1, 2
214520145, 218607162, Directed, 3, 28
309340468, 221362631, Directed, 7, 14
215736961, 214943743, Directed, 1, 2
138638259, 221362631, Directed, 1, 2
190314608, 214943743, Directed, 1, 1
216160243, 2833002, Directed, 1, 4
1692716, 226087788, Directed, 1, 3
199284275, 200960556, Directed, 3, 5
217533628, 221362631, Directed, 1, 5
121646986, 221362631, Directed, 1, 2
216989412, 103992970, Directed, 1, 23
189783421, 221362631, Directed, 1, 2
187626041, 150574401, Directed, 1, 2
122606440, 216582232, Directed, 1, 3
305034526, 5175790, Directed, 1, 5
218530895, 106690213, Directed, 3, 6
218508968, 9720762, Directed, 1, 2
214872250, 122606440, Directed, 1, 2
131733085, 5175790, Directed, 1, 14
215742365, 9720762, Directed, 1, 2
157771525, 122606440, Directed, 2, 12
317548444, 711121, Directed, 1, 10
210910651, 5175790, Directed, 1, 66
10995070, 221362631, Directed, 1, 2
311119232, 221362631, Directed, 1, 2
195832183, 221362631, Directed, 1, 2
152732175, 226087788, Directed, 1, 2
315929370, 202662917, Directed, 1, 4
225866636, 5175790, Directed, 1, 25
216219952, 221362631, Directed, 2, 4
309243956, 221362631, Directed, 10, 20
304508180, 214943743, Directed, 1, 1
123579523, 130289216, Directed, 1, 7
229033043, 5175790, Directed, 8, 31
216121313, 217250196, Directed, 1, 2
306222917, 5175790, Directed, 2, 30
315179558, 5175790, Directed, 1, 33
214890865, 221362631, Directed, 2, 4
223439140, 219857448, Directed, 1, 4
226710606, 150574401, Directed, 1, 20
215279420, 216063914, Directed, 2, 4
312827809, 221362631, Directed, 1, 2
9256283, 218607162, Directed, 1, 1
227578907, 221362631, Directed, 1, 2
181832924, 200960556, Directed, 1, 1
304595907, 13670303, Directed, 1, 2
229544031, 200960556, Directed, 132, 134
146845224, 5175790, Directed, 1, 11
313523985, 5175790, Directed, 1, 28
114917243, 150574401, Directed, 1, 4
215305421, 221362631, Directed, 1, 2
210839613, 224980267, Directed, 1, 2
146130180, 217250196, Directed, 1, 2
1723008, 17268811, Directed, 1, 13
215643039, 307890529, Directed, 1, 3
209325244, 5175790, Directed, 1, 2
212621579, 9720762, Directed, 2, 22
314383524, 5175790, Directed, 1, 12
305798008, 221362631, Directed, 1, 1
304809053, 307295565, Directed, 4, 26
220828205, 200960556, Directed, 2, 4
146816734, 130289216, Directed, 1, 10
311829882, 221362631, Directed, 1, 2
193656941, 9720762, Directed, 1, 1
309243956, 5175790, Directed, 16, 32
158685101, 224980267, Directed, 1, 9
221537002, 221537002, Directed, 80, 160
217244234, 200960556, Directed, 3, 5
122606440, 193098267, Directed, 1, 4
214118350, 193098267, Directed, 1, 2
191195718, 214943743, Directed, 3, 16
148732478, 212202455, Directed, 1, 13
305520037, 221362631, Directed, 1, 3
216045744, 219857448, Directed, 21, 33
300800336, 214943743, Directed, 1, 4
102327109, 150574401, Directed, 1, 2
190997816, 221362631, Directed, 1, 2
311907439, 5175790, Directed, 1, 49
312989723, 9720762, Directed, 1, 0
216932871, 5175790, Directed, 1, 16
218297540, 5175790, Directed, 4, 164
309528757, 221362631, Directed, 20, 40
168644632, 214943743, Directed, 1, 2
155104230, 5175790, Directed, 1, 2
319284977, 9720762, Directed, 1, 2
190888708, 5175790, Directed, 1, 6
216714459, 214943743, Directed, 1, 2
3346390, 13670303, Directed, 1, 2
217909921, 5175790, Directed, 1, 17
152377792, 221362631, Directed, 2, 4
234552, 122606440, Directed, 10, 69
142932948, 221362631, Directed, 6, 11
225969811, 173529966, Directed, 1, 1
215938380, 221362631, Directed, 1, 2
306330219, 9720762, Directed, 1, 2
444519, 122606440, Directed, 1, 8
113397376, 122606440, Directed, 7, 38
189583828, 221362631, Directed, 1, 2
107403811, 5175790, Directed, 2, 7
16216407, 9720762, Directed, 1, 13
216880340, 17268811, Directed, 1, 2
305790322, 5175790, Directed, 1, 3
227631440, 178532510, Directed, 1, 9
217873018, 221362631, Directed, 2, 4
208423314, 218607162, Directed, 1, 2
214943743, 13670303, Directed, 1, 8
216365433, 221362631, Directed, 4, 8
315048038, 5175790, Directed, 1, 3
3561264, 316260318, Directed, 1, 8
221388322, 220229541, Directed, 2, 14
230614759, 5175790, Directed, 1, 2
313018260, 5175790, Directed, 1, 3
313582260, 216977824, Directed, 1, 2
218750257, 221362631, Directed, 1, 2
231435041, 217250196, Directed, 1, 1
216666192, 214943743, Directed, 1, 2
215438929, 221362631, Directed, 2, 21
210467256, 221362631, Directed, 1, 2
216024465, 13670303, Directed, 1, 2
101841971, 226087788, Directed, 1, 3
209714741, 221362631, Directed, 3, 6
222149647, 5175790, Directed, 1, 2
308713679, 221362631, Directed, 1, 6
320599124, 227040060, Directed, 1, 15
310943443, 225780510, Directed, 4, 8
216994115, 221362631, Directed, 1, 2
226015866, 217250196, Directed, 2, 4
112173863, 221362631, Directed, 2, 4
212433182, 214943743, Directed, 4, 14
306601072, 226087788, Directed, 1, 4
103717807, 314888588, Directed, 1, 1
213778645, 221362631, Directed, 1, 2
311181993, 221362631, Directed, 1, 2
217660055, 106690213, Directed, 1, 2
215919444, 122606440, Directed, 1, 20
315414567, 5175790, Directed, 1, 2
215251237, 5175790, Directed, 4, 34
224947220, 224980267, Directed, 1, 2
301225187, 13670303, Directed, 1, 9
15229612, 221362631, Directed, 4, 8
312991840, 221362631, Directed, 1, 2
213540409, 5175790, Directed, 1, 18
211646816, 5175790, Directed, 1, 13
302218384, 221362631, Directed, 3, 6
146894823, 221362631, Directed, 6, 18
193013513, 9720762, Directed, 6, 11
3290146, 5175790, Directed, 1, 17
132561103, 200960556, Directed, 1, 5
217329651, 221362631, Directed, 1, 2
228252286, 5175790, Directed, 1, 13
219333687, 211669292, Directed, 1, 4
227051330, 5175790, Directed, 1, 20
20623803, 221362631, Directed, 1, 2
220212089, 221362631, Directed, 1, 2
103087911, 219700791, Directed, 1, 8
313324098, 225780510, Directed, 1, 2
215111101, 13670303, Directed, 1, 4
219155979, 186697871, Directed, 33, 1960
225462020, 150574401, Directed, 1, 2
213892821, 5175790, Directed, 1, 3
223382415, 214943743, Directed, 1, 5
214106516, 221362631, Directed, 2, 4
222780967, 5175790, Directed, 2, 16
2294175, 214943743, Directed, 5, 5
101371113, 221362631, Directed, 2, 4
229952044, 221362631, Directed, 1, 2
307172368, 307172368, Directed, 5, 25
304547353, 229102208, Directed, 1, 2
220277096, 221362631, Directed, 1, 2
21605561, 193098267, Directed, 2, 5
7569849, 17268811, Directed, 1, 15
135728217, 221362631, Directed, 3, 9
215179999, 226087788, Directed, 1, 3
173260164, 224980267, Directed, 1, 0
217034886, 307890529, Directed, 1, 3
302089021, 302089021, Directed, 1, 2
148931202, 216416797, Directed, 1, 9
469725, 5175790, Directed, 1, 33
214558092, 214943743, Directed, 1, 2
215738769, 214943743, Directed, 1, 2
212796946, 5175790, Directed, 1, 11
137134718, 219155979, Directed, 10, 100
168686838, 221362631, Directed, 1, 2
309587409, 227838851, Directed, 1, 11
217540413, 221362631, Directed, 1, 6
