Source, Target, Type, Appearance, TextLength
217522891, 5175790, Directed, 1, 5
321241645, 5175790, Directed, 1, 2
220832696, 219857448, Directed, 1, 2
172597820, 221362631, Directed, 1, 5
215753471, 5175790, Directed, 1, 34
148148678, 225004609, Directed, 1, 1
182002608, 316260318, Directed, 1, 7
209889297, 5175790, Directed, 1, 7
422616, 209325080, Directed, 1, 6
201070867, 212202455, Directed, 1, 2
230945146, 13670303, Directed, 1, 1
307844966, 5175790, Directed, 1, 2
212758783, 214943743, Directed, 1, 2
213257761, 214943743, Directed, 1, 3
182002608, 5175790, Directed, 3, 24
217218437, 219857448, Directed, 1, 1
121901506, 218607162, Directed, 1, 2
100532588, 214943743, Directed, 1, 1
122606440, 305290437, Directed, 1, 2
230144027, 226087788, Directed, 1, 7
228587302, 221362631, Directed, 1, 1
215532058, 5175790, Directed, 1, 2
320262640, 122606440, Directed, 2, 13
301620982, 221362631, Directed, 1, 2
197477142, 5175790, Directed, 3, 29
317134487, 5175790, Directed, 1, 28
227772739, 5175790, Directed, 2, 21
217241842, 221362631, Directed, 7, 14
183151715, 221362631, Directed, 1, 2
321962864, 5175790, Directed, 1, 2
221101492, 9720762, Directed, 1, 2
37286, 218607162, Directed, 2, 5
229051526, 200960556, Directed, 11, 11
321971682, 221797251, Directed, 1, 8
224275503, 5175790, Directed, 1, 21
171630030, 225164460, Directed, 1, 1
226599062, 216228633, Directed, 1, 3
14143510, 214943743, Directed, 6, 12
219561497, 9720762, Directed, 3, 21
312602424, 5175790, Directed, 1, 8
310948345, 150574401, Directed, 1, 2
300172631, 190620776, Directed, 1, 8
224508028, 122606440, Directed, 1, 6
302043800, 9720762, Directed, 2, 12
310480745, 193098267, Directed, 2, 4
110911204, 219857448, Directed, 1, 2
217710676, 5175790, Directed, 2, 37
215256569, 223453350, Directed, 2, 4
196719891, 122606440, Directed, 1, 12
222218509, 221362631, Directed, 1, 2
215290695, 5175790, Directed, 1, 17
214194682, 216977824, Directed, 1, 2
308455199, 122606440, Directed, 1, 18
12173392, 5175790, Directed, 1, 14
187351340, 5175790, Directed, 2, 65
162401273, 221362631, Directed, 1, 2
301862471, 212202455, Directed, 2, 18
151037664, 221362631, Directed, 1, 2
213792949, 13670303, Directed, 1, 5
225258179, 5175790, Directed, 2, 60
315725882, 225654950, Directed, 1, 1
310474494, 226087788, Directed, 1, 5
221701043, 5175790, Directed, 1, 3
220913006, 221362631, Directed, 1, 2
301884773, 214943743, Directed, 1, 1
6864900, 122606440, Directed, 1, 1
304772334, 5175790, Directed, 1, 12
214903874, 226087788, Directed, 1, 2
220964868, 221362631, Directed, 2, 4
209610273, 214943743, Directed, 1, 2
216394338, 214943743, Directed, 1, 2
217546935, 226087788, Directed, 1, 5
228419953, 200960556, Directed, 4, 0
311267162, 168114555, Directed, 1, 2
213146122, 214943743, Directed, 1, 1
225522167, 17268811, Directed, 1, 3
194996329, 5175790, Directed, 1, 26
216547520, 5175790, Directed, 2, 70
213946226, 226087788, Directed, 1, 4
122606440, 308812847, Directed, 1, 7
305840958, 307890529, Directed, 1, 3
169704060, 214943743, Directed, 1, 1
316938469, 216977824, Directed, 1, 2
217946123, 221362631, Directed, 1, 2
226431125, 221362631, Directed, 1, 2
172104446, 218607162, Directed, 1, 3
6663074, 216977824, Directed, 1, 2
301026703, 217250196, Directed, 1, 2
306360263, 214943743, Directed, 2, 4
215476036, 217250196, Directed, 1, 2
217810451, 221362631, Directed, 2, 2
146836844, 13670303, Directed, 101, 195
308171794, 202662917, Directed, 1, 9
11712349, 310351511, Directed, 2, 4
218015838, 9720762, Directed, 1, 2
321859663, 226974030, Directed, 1, 50
305183708, 5175790, Directed, 1, 4
148148678, 221362631, Directed, 1, 6
146201299, 5175790, Directed, 2, 3
699742, 122606440, Directed, 1, 2
157181924, 315327700, Directed, 1, 5
305566017, 5175790, Directed, 2, 17
209514897, 217250196, Directed, 1, 2
229989804, 217250196, Directed, 1, 2
222175878, 221362631, Directed, 1, 7
212053235, 214943743, Directed, 3, 8
225983725, 226087788, Directed, 6, 13
216970210, 218607162, Directed, 5, 7
311251470, 221362631, Directed, 6, 15
146882665, 214943743, Directed, 1, 8
161457012, 5175790, Directed, 1, 21
320662126, 220840978, Directed, 1, 3
199153958, 201792194, Directed, 1, 2
314984284, 226087788, Directed, 1, 4
148147191, 106690213, Directed, 1, 4
196207957, 221362631, Directed, 1, 2
316193375, 153719142, Directed, 1, 8
312996552, 226087788, Directed, 1, 3
304823337, 122606440, Directed, 1, 2
168783384, 221362631, Directed, 1, 2
214942734, 200960556, Directed, 3, 21
230364013, 193098267, Directed, 8, 20
317336303, 317336303, Directed, 7, 15
308910253, 229627755, Directed, 2, 4
209729276, 106690213, Directed, 1, 3
314440946, 316260318, Directed, 1, 5
272529, 214943743, Directed, 1, 2
212896791, 221362631, Directed, 1, 2
228339947, 221362631, Directed, 1, 2
201059652, 200960556, Directed, 3, 9
211015044, 221362631, Directed, 1, 2
123659353, 221362631, Directed, 1, 7
300463752, 202662917, Directed, 1, 1
308314795, 221362631, Directed, 1, 2
228330126, 226087788, Directed, 1, 3
178608840, 307295565, Directed, 12, 55
216142439, 307295565, Directed, 1, 2
230685813, 5175790, Directed, 1, 6
202528251, 214943743, Directed, 1, 2
9736891, 221362631, Directed, 2, 4
218434719, 5175790, Directed, 1, 8
231653363, 5175790, Directed, 4, 26
162803732, 5175790, Directed, 1, 8
221190139, 5175790, Directed, 3, 40
209347756, 221362631, Directed, 1, 1
229931709, 221362631, Directed, 6, 14
7503080, 200960556, Directed, 7, 62
138621542, 219857448, Directed, 1, 2
215362977, 221362631, Directed, 1, 0
4658829, 5175790, Directed, 1, 2
156749203, 226087788, Directed, 1, 3
212925819, 122606440, Directed, 1, 4
211015127, 221362631, Directed, 1, 2
135866787, 5175790, Directed, 1, 11
307545416, 307890529, Directed, 1, 2
136008403, 221362631, Directed, 1, 2
313722944, 106690213, Directed, 1, 3
231598972, 122606440, Directed, 1, 2
150234558, 5175790, Directed, 2, 11
301462111, 5175790, Directed, 1, 6
216374875, 221362631, Directed, 1, 23
212800496, 13670303, Directed, 39, 252
320159351, 195025092, Directed, 1, 23
190981864, 214943743, Directed, 1, 2
202744152, 5175790, Directed, 1, 31
213250138, 5175790, Directed, 1, 7
313819885, 221362631, Directed, 1, 2
218931219, 306450881, Directed, 1, 2
314589206, 221362631, Directed, 1, 2
149022096, 214943743, Directed, 3, 7
308266813, 219857448, Directed, 1, 2
215390357, 5175790, Directed, 1, 12
216079637, 5175790, Directed, 2, 46
197575482, 224980267, Directed, 1, 2
216350152, 215122979, Directed, 1, 5
308903042, 13670303, Directed, 1, 2
192272385, 221362631, Directed, 1, 1
4968040, 13670303, Directed, 1, 2
17580939, 212584850, Directed, 1, 15
160150490, 307890529, Directed, 1, 3
200999000, 214943743, Directed, 1, 2
150574401, 209764064, Directed, 1, 8
221722452, 5175790, Directed, 1, 51
158674919, 214943743, Directed, 5, 10
7247176, 221362631, Directed, 4, 17
320140692, 122606440, Directed, 1, 0
214473070, 5175790, Directed, 1, 12
319735834, 122606440, Directed, 1, 11
308126314, 221362631, Directed, 1, 7
306418053, 214943743, Directed, 1, 2
201043924, 156249229, Directed, 1, 18
190322759, 221362631, Directed, 1, 2
306925788, 9720762, Directed, 1, 2
159179707, 5175790, Directed, 1, 28
209622505, 5175790, Directed, 4, 271
4686058, 214943743, Directed, 1, 2
214369301, 221362631, Directed, 1, 2
230675526, 218208751, Directed, 1, 18
230456855, 5175790, Directed, 4, 23
216874621, 216977824, Directed, 3, 6
161875350, 5175790, Directed, 1, 7
320048911, 5175790, Directed, 2, 4
223566569, 214943743, Directed, 1, 2
216990366, 218607162, Directed, 1, 2
223228815, 146867565, Directed, 1, 15
222651432, 5175790, Directed, 1, 64
220757995, 122606440, Directed, 1, 2
157636417, 5175790, Directed, 1, 38
229830593, 122606440, Directed, 1, 2
230861318, 221362631, Directed, 1, 2
305610582, 122606440, Directed, 1, 45
309276938, 5175790, Directed, 1, 5
149348142, 202409492, Directed, 1, 6
228168432, 178532510, Directed, 1, 13
314923230, 224980267, Directed, 1, 8
195940150, 221362631, Directed, 2, 4
104497932, 201792194, Directed, 1, 2
225132034, 226087788, Directed, 1, 7
197096454, 221362631, Directed, 14, 110
210414451, 221362631, Directed, 1, 2
227286060, 225004609, Directed, 1, 1
301612651, 226087788, Directed, 1, 2
167004740, 201792194, Directed, 1, 7
225049258, 5175790, Directed, 1, 54
312510401, 5175790, Directed, 1, 64
211938723, 221362631, Directed, 2, 4
229652111, 217945505, Directed, 1, 4
367755, 5175790, Directed, 1, 7
305629450, 221362631, Directed, 1, 2
213087450, 9720762, Directed, 1, 2
158996970, 200960556, Directed, 1, 2
153569461, 122606440, Directed, 3, 33
312192091, 216045485, Directed, 1, 5
230562973, 5175790, Directed, 1, 38
224520753, 214943743, Directed, 1, 2
21323624, 214943743, Directed, 1, 5
315034808, 221537002, Directed, 1, 2
199844830, 214943743, Directed, 1, 4
218886112, 226087788, Directed, 1, 6
308306106, 221362631, Directed, 1, 2
312505931, 5175790, Directed, 2, 6
227564846, 5175790, Directed, 1, 3
310341734, 221362631, Directed, 2, 4
319888665, 5175790, Directed, 1, 11
221097501, 214943743, Directed, 2, 6
210343049, 106690213, Directed, 1, 4
156331964, 217250196, Directed, 1, 2
210993933, 214943743, Directed, 9, 17
312804745, 5175790, Directed, 5, 20
8504930, 221362631, Directed, 1, 12
315757828, 5175790, Directed, 1, 2
223240220, 5175790, Directed, 1, 2
149913157, 322569854, Directed, 1, 12
227286060, 219155979, Directed, 1, 2
306620599, 122606440, Directed, 2, 15
222160188, 219857448, Directed, 1, 1
15229612, 201792194, Directed, 1, 2
223194238, 5175790, Directed, 1, 2
213519932, 221362631, Directed, 1, 2
213703491, 5175790, Directed, 1, 89
315514371, 193098267, Directed, 1, 6
199531547, 302745293, Directed, 1, 49
220840807, 214943743, Directed, 1, 4
301916902, 5175790, Directed, 1, 24
314619272, 17268811, Directed, 1, 2
219916823, 221362631, Directed, 1, 2
307306911, 5175790, Directed, 1, 35
116884841, 122629508, Directed, 1, 22
136599218, 5175790, Directed, 2, 30
212249593, 221362631, Directed, 1, 2
308358505, 221362631, Directed, 33, 74
223477695, 221362631, Directed, 2, 4
310326335, 226087788, Directed, 2, 19
214522100, 200960556, Directed, 6, 6
304549906, 214943743, Directed, 1, 1
219251626, 122606440, Directed, 1, 2
200104219, 200960556, Directed, 5, 5
218670635, 13670303, Directed, 1, 4
201969979, 221362631, Directed, 2, 4
2787911, 122606440, Directed, 1, 2
152448884, 17268811, Directed, 1, 0
231680808, 186697871, Directed, 1, 9
144201938, 5175790, Directed, 1, 7
216707789, 13670303, Directed, 11, 13
215574835, 146736808, Directed, 1, 6
210663793, 221362631, Directed, 1, 2
216210358, 214943743, Directed, 2, 4
169743995, 5175790, Directed, 1, 2
216517007, 221362631, Directed, 1, 2
467518, 122629508, Directed, 1, 30
172104446, 214943743, Directed, 1, 3
216690838, 224980267, Directed, 1, 3
308000153, 221362631, Directed, 5, 24
315162540, 122606440, Directed, 1, 2
300977025, 300977025, Directed, 1, 208
305485347, 214943743, Directed, 1, 2
113827880, 214943743, Directed, 1, 2
307691750, 20428657, Directed, 2, 4
110839556, 5175790, Directed, 1, 2
422616, 313044233, Directed, 1, 6
132134370, 226087788, Directed, 1, 4
323282472, 122606440, Directed, 1, 5
202287733, 221362631, Directed, 1, 2
100576649, 150574401, Directed, 1, 8
214452919, 221362631, Directed, 2, 4
320136076, 122606440, Directed, 1, 40
300493696, 5175790, Directed, 1, 33
218091788, 221362631, Directed, 1, 4
202776669, 200960556, Directed, 1, 1
319071563, 224980267, Directed, 1, 2
200954150, 220437563, Directed, 1, 2
219650406, 221362631, Directed, 1, 2
105198357, 122606440, Directed, 1, 9
121998583, 311906554, Directed, 1, 35
307352867, 211658830, Directed, 1, 9
177424639, 5175790, Directed, 1, 27
120458939, 122606440, Directed, 1, 6
211498597, 200960556, Directed, 1, 2
16464839, 9720762, Directed, 1, 2
220333809, 221362631, Directed, 26, 52
121786976, 221362631, Directed, 1, 4
313116232, 221362631, Directed, 1, 2
318427706, 122606440, Directed, 3, 48
210755308, 221362631, Directed, 1, 2
100881883, 5175790, Directed, 2, 12
216690838, 130289216, Directed, 1, 3
189791092, 5175790, Directed, 1, 17
201525169, 219155979, Directed, 1, 1
101216422, 106690213, Directed, 1, 2
216783648, 5175790, Directed, 1, 3
315503058, 5175790, Directed, 1, 9
213836488, 214943743, Directed, 2, 7
229066163, 9720762, Directed, 1, 11
188877444, 216045485, Directed, 1, 9
19294917, 216977824, Directed, 9, 18
214789067, 13670303, Directed, 1, 1
318039826, 5175790, Directed, 1, 2
302009403, 221362631, Directed, 1, 1
214344342, 13670303, Directed, 1, 2
220704723, 214943743, Directed, 2, 4
209730921, 5175790, Directed, 6, 12
216049825, 221362631, Directed, 2, 13
215417722, 122606440, Directed, 1, 6
225571277, 226087788, Directed, 1, 4
216441909, 221362631, Directed, 9, 22
310434574, 122606440, Directed, 1, 6
211081535, 9720762, Directed, 1, 2
302084618, 5175790, Directed, 4, 19
231090387, 225159465, Directed, 1, 16
220320094, 214943743, Directed, 1, 6
220515709, 218607162, Directed, 1, 2
225054795, 221362631, Directed, 1, 2
314276061, 221362631, Directed, 3, 6
201886947, 223453350, Directed, 1, 4
177632367, 200960556, Directed, 1, 4
307965536, 218607162, Directed, 1, 1
315578514, 150876964, Directed, 1, 2
222383218, 5175790, Directed, 1, 11
227314902, 221362631, Directed, 1, 2
200675429, 221362631, Directed, 1, 2
312984018, 122606440, Directed, 1, 10
304613074, 5175790, Directed, 1, 3
114946345, 13670303, Directed, 1, 1
222404818, 214943743, Directed, 5, 2
197068348, 5175790, Directed, 1, 15
308615014, 221362631, Directed, 1, 2
1680223, 216977824, Directed, 1, 5
112750117, 9720762, Directed, 1, 3
217312488, 214943743, Directed, 1, 3
222055955, 214943743, Directed, 1, 2
222676189, 201792194, Directed, 2, 4
311267162, 210821028, Directed, 1, 2
191271877, 5175790, Directed, 2, 54
115798425, 221362631, Directed, 1, 2
221685430, 5175790, Directed, 1, 3
214797486, 307890529, Directed, 1, 3
215361834, 223491046, Directed, 1, 2
220828205, 5175790, Directed, 1, 11
193734844, 214943743, Directed, 1, 5
310982251, 223453350, Directed, 1, 2
38349, 5175790, Directed, 2, 48
215093976, 214943743, Directed, 1, 7
202851352, 221362631, Directed, 1, 1
169267370, 5175790, Directed, 1, 59
302562534, 218607162, Directed, 1, 1
226943696, 225004609, Directed, 1, 2
215300291, 221362631, Directed, 1, 15
176091940, 5175790, Directed, 2, 57
194758203, 200960556, Directed, 2, 10
201886947, 221362631, Directed, 2, 4
231403421, 9720762, Directed, 4, 6
308090401, 214943743, Directed, 1, 5
223266494, 122606440, Directed, 1, 23
227694445, 225780510, Directed, 3, 51
311480608, 226087788, Directed, 1, 3
101551445, 122606440, Directed, 1, 2
223947051, 221362631, Directed, 3, 6
215196885, 5175790, Directed, 5, 190
217504386, 122606440, Directed, 1, 49
306385028, 221362631, Directed, 1, 2
4585841, 209764064, Directed, 1, 6
310325424, 5175790, Directed, 1, 2
202892012, 5175790, Directed, 8, 24
211813599, 224980267, Directed, 1, 9
215180705, 214943743, Directed, 1, 1
170553051, 5175790, Directed, 1, 16
214950952, 5175790, Directed, 2, 5
122811220, 221362631, Directed, 1, 2
106602643, 5175790, Directed, 2, 188
604954, 9720762, Directed, 1, 11
215902268, 214943743, Directed, 1, 2
213475153, 13670303, Directed, 1, 2
319255591, 5175790, Directed, 1, 2
318324496, 226974030, Directed, 1, 4
311267162, 224980267, Directed, 2, 2
193261045, 221362631, Directed, 2, 4
300215098, 224980267, Directed, 1, 2
307754885, 307754885, Directed, 2, 4
228141673, 5175790, Directed, 3, 13
217061670, 221362631, Directed, 2, 4
226199241, 106690213, Directed, 1, 14
199743160, 214943743, Directed, 1, 2
225004609, 217250196, Directed, 2, 4
212106077, 9720762, Directed, 1, 2
316347304, 221362631, Directed, 1, 2
322150705, 121136002, Directed, 1, 21
315763365, 5175790, Directed, 1, 3
201616611, 5175790, Directed, 1, 13
229571708, 214943743, Directed, 1, 3
105788636, 219155979, Directed, 1, 2
310729403, 225780510, Directed, 1, 8
227783579, 217234298, Directed, 2, 19
227978905, 216977824, Directed, 1, 2
226071471, 214943743, Directed, 7, 24
197306874, 305526931, Directed, 1, 17
308487733, 5175790, Directed, 1, 26
227380884, 224980267, Directed, 2, 7
225470389, 122606440, Directed, 1, 14
219187394, 5175790, Directed, 1, 4
314573124, 5175790, Directed, 1, 37
220118960, 9720762, Directed, 2, 4
190065471, 214943743, Directed, 1, 5
215590851, 17268811, Directed, 1, 8
300776795, 211725147, Directed, 1, 22
230589403, 122606440, Directed, 1, 9
199884215, 106690213, Directed, 1, 2
304338211, 188759998, Directed, 1, 3
2671476, 221362631, Directed, 1, 3
221511664, 122606440, Directed, 1, 2
109459477, 5175790, Directed, 1, 2
215391361, 5175790, Directed, 1, 4
217125408, 221362631, Directed, 8, 19
225922967, 217250196, Directed, 2, 10
225462020, 5175790, Directed, 28, 65
313844997, 221362631, Directed, 6, 6
213357988, 214943743, Directed, 1, 3
210911060, 226087788, Directed, 1, 2
106193400, 5175790, Directed, 1, 25
1795769, 225780510, Directed, 1, 2
113397376, 220308540, Directed, 1, 6
307728854, 5175790, Directed, 1, 15
110911204, 201792194, Directed, 1, 2
3151173, 226087788, Directed, 1, 8
307700799, 218607162, Directed, 1, 2
220262976, 122606440, Directed, 1, 16
120477924, 221362631, Directed, 2, 4
149427292, 218607162, Directed, 1, 0
220637677, 5175790, Directed, 1, 8
317680393, 5175790, Directed, 1, 2
212937995, 226087788, Directed, 1, 5
307806562, 5175790, Directed, 1, 25
10995070, 214943743, Directed, 2, 3
308919282, 5175790, Directed, 1, 2
316337059, 5175790, Directed, 1, 25
317367933, 5175790, Directed, 1, 101
177678528, 226087788, Directed, 1, 3
217270492, 214943743, Directed, 1, 2
226315136, 13670303, Directed, 2, 10
312012967, 122606440, Directed, 1, 24
108708491, 226087788, Directed, 1, 6
311267162, 221966782, Directed, 2, 5
162704470, 307890529, Directed, 1, 3
213893398, 221362631, Directed, 1, 3
215116679, 307890529, Directed, 2, 6
454800, 5175790, Directed, 1, 68
307665097, 225780510, Directed, 1, 2
210021226, 221362631, Directed, 1, 2
201893942, 122606440, Directed, 1, 4
229121791, 221362631, Directed, 1, 1
308849247, 5175790, Directed, 2, 4
215574835, 122606440, Directed, 1, 3
223293293, 5175790, Directed, 1, 18
304569837, 214943743, Directed, 1, 2
197651278, 5175790, Directed, 1, 56
214761855, 221362631, Directed, 2, 8
220062264, 214943743, Directed, 4, 4
313784277, 122606440, Directed, 1, 5
225861811, 200960556, Directed, 1, 2
305034514, 17268811, Directed, 1, 2
303693015, 221362631, Directed, 1, 2
300115726, 224980267, Directed, 1, 27
226037841, 212202455, Directed, 1, 2
170701384, 5175790, Directed, 1, 3
200823133, 226087788, Directed, 2, 21
214942734, 225004609, Directed, 4, 17
215862194, 5175790, Directed, 1, 2
215677716, 5175790, Directed, 1, 21
197854495, 122606440, Directed, 1, 47
216160243, 15002817, Directed, 1, 7
168153868, 200960556, Directed, 1, 3
122606440, 219108556, Directed, 1, 11
219829442, 219155979, Directed, 1, 2
122606440, 211780216, Directed, 1, 5
226096484, 200960556, Directed, 1, 2
320160080, 193098267, Directed, 1, 7
302785271, 9720762, Directed, 1, 5
229089816, 221362631, Directed, 1, 3
222869134, 221362631, Directed, 9, 18
216413036, 213568358, Directed, 1, 16
231560672, 221362631, Directed, 3, 3
199689632, 307159, Directed, 1, 53
176659428, 200960556, Directed, 1, 2
316787102, 5175790, Directed, 1, 2
229551188, 9720762, Directed, 1, 6
315578514, 218155886, Directed, 1, 1
312487995, 17268811, Directed, 1, 2
219805099, 5175790, Directed, 1, 29
6016088, 9720762, Directed, 1, 4
308428712, 122606440, Directed, 1, 4
312013069, 221362631, Directed, 1, 1
213696348, 200960556, Directed, 5, 5
214104066, 226087788, Directed, 1, 2
222801564, 222801564, Directed, 1, 42
176668788, 221362631, Directed, 1, 2
215140517, 226087788, Directed, 1, 12
5317389, 13670303, Directed, 1, 4
197034258, 5175790, Directed, 1, 27
313661849, 122606440, Directed, 1, 36
199477880, 218607162, Directed, 1, 3
301576079, 5175790, Directed, 1, 1
116638926, 221362631, Directed, 1, 2
136068098, 5175790, Directed, 1, 3
216836770, 226087788, Directed, 1, 2
201438221, 5175790, Directed, 1, 8
115849708, 221362631, Directed, 1, 2
222212019, 5175790, Directed, 1, 8
308003621, 5175790, Directed, 1, 29
313420589, 221362631, Directed, 1, 2
211728663, 106690213, Directed, 2, 8
311073617, 224980267, Directed, 1, 3
222809147, 9720762, Directed, 1, 1
313295960, 222764928, Directed, 2, 11
192553675, 226087788, Directed, 1, 2
231613898, 214943743, Directed, 1, 2
121982024, 195940150, Directed, 1, 13
194650442, 200960556, Directed, 1, 2
212056599, 17268811, Directed, 1, 0
323166489, 211669292, Directed, 2, 7
4259093, 311906554, Directed, 1, 48
314693711, 314693711, Directed, 1, 11
220039897, 5175790, Directed, 1, 2
209978001, 5175790, Directed, 1, 2
311597544, 221362631, Directed, 1, 2
214721954, 214943743, Directed, 1, 2
210253020, 214943743, Directed, 1, 2
124393108, 9720762, Directed, 1, 2
314825274, 5175790, Directed, 1, 19
305773797, 218607162, Directed, 1, 2
213125570, 122606440, Directed, 1, 12
157877527, 201792194, Directed, 1, 2
220295492, 221362631, Directed, 1, 2
454848, 217250196, Directed, 2, 2
131661738, 226087788, Directed, 1, 4
301237295, 315067519, Directed, 1, 202
214272151, 5175790, Directed, 1, 3
314112992, 221362631, Directed, 1, 2
221063075, 221362631, Directed, 1, 4
310434574, 221362631, Directed, 3, 6
151101382, 17268811, Directed, 1, 7
690484, 5175790, Directed, 1, 241
322209532, 224980267, Directed, 1, 33
218549105, 5175790, Directed, 1, 8
308303653, 224980267, Directed, 1, 6
200074430, 122606440, Directed, 1, 7
123477130, 106690213, Directed, 1, 2
230364013, 225780510, Directed, 3, 6
222647366, 122606440, Directed, 1, 13
246590, 221362631, Directed, 2, 4
219015469, 221362631, Directed, 1, 2
213761150, 226087788, Directed, 1, 2
303636613, 223453350, Directed, 2, 5
230510855, 221362631, Directed, 2, 4
220268233, 5175790, Directed, 1, 40
124220536, 221362631, Directed, 1, 2
305807018, 224980267, Directed, 1, 3
322003947, 323015044, Directed, 2, 12
218267648, 5175790, Directed, 1, 48
155761743, 9720762, Directed, 1, 2
231274549, 146333976, Directed, 1, 29
224343878, 122606440, Directed, 1, 7
214467323, 214943743, Directed, 1, 2
195312475, 226087788, Directed, 1, 3
162258776, 226087788, Directed, 2, 12
226948559, 214943743, Directed, 3, 6
201734054, 106690213, Directed, 1, 2
216953757, 221362631, Directed, 1, 2
314307155, 224980267, Directed, 2, 4
309566958, 122629508, Directed, 2, 4
225462020, 226087788, Directed, 1, 2
212762203, 106690213, Directed, 1, 14
152145984, 200960556, Directed, 1, 5
150605297, 226974030, Directed, 1, 94
103717807, 303249812, Directed, 1, 1
310924113, 310924113, Directed, 25, 50
211515717, 5175790, Directed, 1, 11
210224381, 221362631, Directed, 1, 2
3419484, 225780510, Directed, 1, 5
222117815, 200960556, Directed, 1, 1
178532510, 5175790, Directed, 1, 13
324089785, 216023857, Directed, 1, 13
304417937, 311251470, Directed, 1, 3
213861985, 221362631, Directed, 1, 2
225399865, 221362631, Directed, 1, 2
315986500, 5175790, Directed, 2, 49
209691827, 223453350, Directed, 1, 3
214608779, 221362631, Directed, 1, 2
317766898, 9720762, Directed, 1, 9
159494755, 122606440, Directed, 3, 8
213508918, 214943743, Directed, 1, 1
213123282, 219857448, Directed, 2, 5
178584506, 122606440, Directed, 1, 5
216872616, 214943743, Directed, 1, 1
100290192, 5175790, Directed, 1, 29
193604500, 226087788, Directed, 1, 2
123194057, 122606440, Directed, 1, 63
216720744, 17268811, Directed, 1, 11
216064701, 214943743, Directed, 1, 2
197062710, 13670303, Directed, 1, 7
210964917, 224980267, Directed, 1, 0
125540, 212202455, Directed, 4, 8
216420255, 106690213, Directed, 1, 6
317644586, 122606440, Directed, 1, 18
214579290, 214943743, Directed, 1, 2
221909358, 221362631, Directed, 7, 16
218530895, 150574401, Directed, 6, 6
2082616, 221362631, Directed, 1, 2
312805428, 5175790, Directed, 1, 3
229910621, 224980267, Directed, 1, 6
169887656, 221362631, Directed, 1, 1
305419087, 221362631, Directed, 1, 1
300332993, 315110564, Directed, 1, 2
227119296, 227119296, Directed, 1, 6
225830871, 5175790, Directed, 1, 4
230223179, 5175790, Directed, 1, 10
216803824, 17268811, Directed, 1, 2
216696779, 5175790, Directed, 2, 4
218771300, 5175790, Directed, 1, 2
216459726, 5175790, Directed, 1, 3
306810152, 304712774, Directed, 1, 1
316337059, 213945600, Directed, 1, 8
313642932, 226087788, Directed, 1, 13
212746708, 5175790, Directed, 1, 30
196207957, 219857448, Directed, 1, 2
313959957, 193098267, Directed, 5, 10
229580566, 9720762, Directed, 1, 13
1026404, 214943743, Directed, 1, 3
217631706, 122606440, Directed, 1, 27
226056075, 5175790, Directed, 1, 32
313710495, 5175790, Directed, 1, 14
308850453, 214943743, Directed, 1, 2
220552155, 5175790, Directed, 1, 52
309789269, 226974030, Directed, 2, 617
316858528, 122606440, Directed, 2, 65
213151446, 221362631, Directed, 2, 4
308853054, 122606440, Directed, 1, 9
317741286, 5175790, Directed, 1, 3
219446416, 221362631, Directed, 12, 27
215163556, 219857448, Directed, 1, 1
321882309, 305526931, Directed, 1, 14
300238488, 122606440, Directed, 2, 18
1761539, 5175790, Directed, 1, 3
101606362, 5175790, Directed, 1, 4
213652996, 5175790, Directed, 1, 49
123611271, 226087788, Directed, 2, 7
231305651, 221362631, Directed, 1, 2
191119031, 5175790, Directed, 1, 34
306307578, 5175790, Directed, 2, 34
212750135, 17268811, Directed, 1, 3
303758625, 122606440, Directed, 1, 39
300580377, 221362631, Directed, 3, 6
231653363, 224980267, Directed, 3, 12
218587808, 219857448, Directed, 1, 2
317129936, 5175790, Directed, 2, 75
216586583, 224980267, Directed, 1, 148
304149113, 221362631, Directed, 1, 2
311267162, 230293978, Directed, 3, 7
146025520, 221362631, Directed, 1, 9
215161276, 214943743, Directed, 50, 91
212666370, 221362631, Directed, 1, 2
107170117, 221362631, Directed, 2, 3
225641055, 5175790, Directed, 2, 62
216211148, 221362631, Directed, 1, 2
307331648, 5175790, Directed, 1, 302
217669097, 5175790, Directed, 1, 2
305588830, 201792194, Directed, 1, 3
214569126, 200960556, Directed, 1, 2
316941306, 122606440, Directed, 1, 2
220464447, 5175790, Directed, 2, 34
230927182, 218607162, Directed, 1, 1
181048406, 214943743, Directed, 1, 2
121577237, 221362631, Directed, 1, 2
227298380, 221362631, Directed, 1, 2
213157524, 5175790, Directed, 1, 14
196070034, 221362631, Directed, 1, 2
218586686, 122606440, Directed, 1, 14
191360218, 221362631, Directed, 1, 2
193013513, 122606440, Directed, 1, 5
190468934, 102174881, Directed, 1, 10
211429436, 17268811, Directed, 1, 31
313954914, 226087788, Directed, 1, 2
316075739, 193098267, Directed, 1, 2
314100222, 5175790, Directed, 1, 3
212675554, 5175790, Directed, 1, 9
222272951, 221362631, Directed, 1, 2
314085513, 120406911, Directed, 1, 5
171172389, 307890529, Directed, 1, 3
113647409, 226087788, Directed, 1, 1
202669070, 122606440, Directed, 2, 27
225257990, 225004609, Directed, 1, 2
225367486, 5175790, Directed, 1, 2
306561497, 221362631, Directed, 1, 3
225038605, 200960556, Directed, 1, 1
193263260, 226087788, Directed, 1, 5
307691750, 218607162, Directed, 1, 2
308214460, 122606440, Directed, 1, 22
220214848, 221362631, Directed, 1, 2
